instance_id,algorithm,target_residual,runs,successes,success_rate,ert_function_evaluations,median_nfe_to_target_successes,dimension,dimension_group
HART6,Latin Hypercube Sampling,0.001,30,0,0.0,inf,,6,small_2_20
HART6,Latin Hypercube Sampling,0.1,30,1,0.03333333333333333,29331.0,331.0,6,small_2_20
HART6,Multi-start L-BFGS-B,1e-05,30,30,1.0,78.0,78.0,6,small_2_20
HART6,Multi-start L-BFGS-B,0.001,30,30,1.0,71.0,71.0,6,small_2_20
HART6,Multi-start L-BFGS-B,0.1,30,30,1.0,50.0,50.0,6,small_2_20
HART6,Random Search,1e-05,30,0,0.0,inf,,6,small_2_20
HART6,Random Search,0.001,30,0,0.0,inf,,6,small_2_20
HART6,Random Search,0.1,30,3,0.1,9333.333333333334,192.0,6,small_2_20
HIMMELP1,BIPOP-CMA-ES,1e-05,30,30,1.0,226.43333333333334,132.0,2,small_2_20
HIMMELP1,BIPOP-CMA-ES,0.001,30,30,1.0,160.23333333333332,84.0,2,small_2_20
HIMMELP1,BIPOP-CMA-ES,0.1,30,30,1.0,39.7,16.0,2,small_2_20
HIMMELP1,BasinGraph,1e-05,30,30,1.0,51.0,51.0,2,small_2_20
HIMMELP1,BasinGraph,0.001,30,30,1.0,47.5,48.0,2,small_2_20
HIMMELP1,BasinGraph,0.1,30,30,1.0,19.5,16.0,2,small_2_20
HIMMELP1,CMA-ES,1e-05,30,29,0.9666666666666667,186.9655172413793,155.0,2,small_2_20
HIMMELP1,CMA-ES,0.001,30,29,0.9666666666666667,116.72413793103448,79.0,2,small_2_20
HIMMELP1,CMA-ES,0.1,30,30,1.0,15.633333333333333,13.0,2,small_2_20
HIMMELP1,Differential Evolution,1e-05,30,30,1.0,296.6333333333333,305.5,2,small_2_20
HIMMELP1,Differential Evolution,0.001,30,30,1.0,151.93333333333334,148.5,2,small_2_20
HIMMELP1,Differential Evolution,0.1,30,30,1.0,13.733333333333333,6.0,2,small_2_20
HIMMELP1,Latin Hypercube Sampling,1e-05,30,0,0.0,inf,,2,small_2_20
HIMMELP1,Latin Hypercube Sampling,0.001,30,17,0.5666666666666667,1275.4117647058824,496.0,2,small_2_20
HIMMELP1,Latin Hypercube Sampling,0.1,30,30,1.0,14.266666666666667,8.0,2,small_2_20
HIMMELP1,Multi-start L-BFGS-B,1e-05,30,30,1.0,16.0,16.0,2,small_2_20
HIMMELP1,Multi-start L-BFGS-B,0.001,30,30,1.0,13.0,13.0,2,small_2_20
HIMMELP1,Multi-start L-BFGS-B,0.1,30,30,1.0,10.0,10.0,2,small_2_20
HIMMELP1,Random Search,1e-05,30,0,0.0,inf,,2,small_2_20
HIMMELP1,Random Search,0.001,30,22,0.7333333333333333,908.7727272727273,611.0,2,small_2_20
HIMMELP1,Random Search,0.1,30,30,1.0,13.3,7.0,2,small_2_20
HS110[N=200],BIPOP-CMA-ES,1e-05,30,0,0.0,inf,,200,large_101_500
HS110[N=200],BIPOP-CMA-ES,0.001,30,30,1.0,9490.966666666667,9518.5,200,large_101_500
HS110[N=200],BIPOP-CMA-ES,0.1,30,30,1.0,5475.566666666667,5522.0,200,large_101_500
HS110[N=200],BasinGraph,1e-05,30,30,1.0,3.0,3.0,200,large_101_500
HS110[N=200],BasinGraph,0.001,30,30,1.0,3.0,3.0,200,large_101_500
HS110[N=200],BasinGraph,0.1,30,30,1.0,3.0,3.0,200,large_101_500
HS110[N=200],CMA-ES,1e-05,30,0,0.0,inf,,200,large_101_500
HS110[N=200],CMA-ES,0.001,30,30,1.0,9410.6,9414.5,200,large_101_500
HS110[N=200],CMA-ES,0.1,30,30,1.0,5361.5,5381.0,200,large_101_500
HS110[N=200],Differential Evolution,1e-05,30,0,0.0,inf,,200,large_101_500
HS110[N=200],Differential Evolution,0.001,30,0,0.0,inf,,200,large_101_500
HS110[N=200],Differential Evolution,0.1,30,0,0.0,inf,,200,large_101_500
HS110[N=200],Latin Hypercube Sampling,1e-05,30,0,0.0,inf,,200,large_101_500
HS110[N=200],Latin Hypercube Sampling,0.001,30,0,0.0,inf,,200,large_101_500
HS110[N=200],Latin Hypercube Sampling,0.1,30,0,0.0,inf,,200,large_101_500
HS110[N=200],Multi-start L-BFGS-B,1e-05,30,30,1.0,202.0,202.0,200,large_101_500
HS110[N=200],Multi-start L-BFGS-B,0.001,30,30,1.0,202.0,202.0,200,large_101_500
HS110[N=200],Multi-start L-BFGS-B,0.1,30,30,1.0,202.0,202.0,200,large_101_500
HS110[N=200],Random Search,1e-05,30,0,0.0,inf,,200,large_101_500
HS110[N=200],Random Search,0.001,30,0,0.0,inf,,200,large_101_500
HS110[N=200],Random Search,0.1,30,0,0.0,inf,,200,large_101_500
HS25,BIPOP-CMA-ES,1e-05,30,30,1.0,464.1,455.0,3,small_2_20
HS25,BIPOP-CMA-ES,0.001,30,30,1.0,157.1,133.5,3,small_2_20
HS25,BIPOP-CMA-ES,0.1,30,30,1.0,22.266666666666666,11.5,3,small_2_20
HS25,BasinGraph,1e-05,30,30,1.0,131.0,131.0,3,small_2_20
HS25,BasinGraph,0.001,30,30,1.0,124.0,127.0,3,small_2_20
HS25,BasinGraph,0.1,30,30,1.0,45.833333333333336,34.5,3,small_2_20
HS25,CMA-ES,1e-05,30,30,1.0,380.26666666666665,350.0,3,small_2_20
HS25,CMA-ES,0.001,30,30,1.0,136.86666666666667,122.0,3,small_2_20
HS25,CMA-ES,0.1,30,30,1.0,21.566666666666666,16.0,3,small_2_20
HS25,Differential Evolution,1e-05,30,27,0.9,847.6666666666666,736.0,3,small_2_20
HS25,Differential Evolution,0.001,30,30,1.0,237.53333333333333,240.0,3,small_2_20
HS25,Differential Evolution,0.1,30,30,1.0,22.433333333333334,17.0,3,small_2_20
HS25,Latin Hypercube Sampling,1e-05,30,0,0.0,inf,,3,small_2_20
HS25,Latin Hypercube Sampling,0.001,30,2,0.06666666666666667,14805.5,805.5,3,small_2_20
HS25,Latin Hypercube Sampling,0.1,30,30,1.0,27.933333333333334,16.0,3,small_2_20
HS25,Multi-start L-BFGS-B,1e-05,30,30,1.0,93.0,93.0,3,small_2_20
HS25,Multi-start L-BFGS-B,0.001,30,30,1.0,89.0,89.0,3,small_2_20
HS25,Multi-start L-BFGS-B,0.1,30,30,1.0,41.0,41.0,3,small_2_20
HS25,Random Search,1e-05,30,0,0.0,inf,,3,small_2_20
HS25,Random Search,0.001,30,8,0.26666666666666666,3020.625,222.5,3,small_2_20
HS25,Random Search,0.1,30,30,1.0,25.666666666666668,18.0,3,small_2_20
HS38,BIPOP-CMA-ES,1e-05,30,13,0.43333333333333335,1933.1538461538462,655.0,4,small_2_20
HS38,BIPOP-CMA-ES,0.001,30,30,1.0,194.4,168.0,4,small_2_20
HS38,BIPOP-CMA-ES,0.1,30,30,1.0,33.4,32.0,4,small_2_20
HS38,BasinGraph,1e-05,30,30,1.0,112.0,112.0,4,small_2_20
HS38,BasinGraph,0.001,30,30,1.0,97.0,97.0,4,small_2_20
HS38,BasinGraph,0.1,30,30,1.0,1.0,1.0,4,small_2_20
HS38,CMA-ES,1e-05,30,17,0.5666666666666667,1325.7058823529412,534.0,4,small_2_20
HS38,CMA-ES,0.001,30,30,1.0,159.16666666666666,151.0,4,small_2_20
HS38,CMA-ES,0.1,30,30,1.0,16.633333333333333,10.5,4,small_2_20
HS38,Differential Evolution,1e-05,30,0,0.0,inf,,4,small_2_20
HS38,Differential Evolution,0.001,30,30,1.0,623.0333333333333,620.5,4,small_2_20
HS38,Differential Evolution,0.1,30,30,1.0,74.73333333333333,73.0,4,small_2_20
HS38,Latin Hypercube Sampling,1e-05,30,0,0.0,inf,,4,small_2_20
HS38,Latin Hypercube Sampling,0.001,30,1,0.03333333333333333,29391.0,391.0,4,small_2_20
HS38,Latin Hypercube Sampling,0.1,30,30,1.0,58.733333333333334,41.0,4,small_2_20
HS38,Multi-start L-BFGS-B,1e-05,30,30,1.0,71.0,71.0,4,small_2_20
HS38,Multi-start L-BFGS-B,0.001,30,30,1.0,56.0,56.0,4,small_2_20
HS38,Multi-start L-BFGS-B,0.1,30,30,1.0,1.0,1.0,4,small_2_20
HS38,Random Search,1e-05,30,0,0.0,inf,,4,small_2_20
HS38,Random Search,0.001,30,1,0.03333333333333333,29398.0,398.0,4,small_2_20
HS38,Random Search,0.1,30,30,1.0,1.0,1.0,4,small_2_20
HS5,BIPOP-CMA-ES,1e-05,30,30,1.0,206.33333333333334,173.5,2,small_2_20
HS5,BIPOP-CMA-ES,0.001,30,30,1.0,132.53333333333333,102.5,2,small_2_20
HS5,BIPOP-CMA-ES,0.1,30,30,1.0,54.86666666666667,20.5,2,small_2_20
HS5,BasinGraph,1e-05,30,30,1.0,57.0,57.0,2,small_2_20
HS5,BasinGraph,0.001,30,30,1.0,54.0,54.0,2,small_2_20
HS5,BasinGraph,0.1,30,30,1.0,34.8,33.5,2,small_2_20
HS5,CMA-ES,1e-05,30,27,0.9,273.3333333333333,165.0,2,small_2_20
HS5,CMA-ES,0.001,30,27,0.9,212.4814814814815,105.0,2,small_2_20
HS5,CMA-ES,0.1,30,27,0.9,134.59259259259258,20.0,2,small_2_20
HS5,Differential Evolution,1e-05,30,30,1.0,351.1666666666667,351.0,2,small_2_20
HS5,Differential Evolution,0.001,30,30,1.0,189.9,204.5,2,small_2_20
HS5,Differential Evolution,0.1,30,30,1.0,40.266666666666666,34.5,2,small_2_20
HS5,Latin Hypercube Sampling,1e-05,30,0,0.0,inf,,2,small_2_20
HS5,Latin Hypercube Sampling,0.001,30,3,0.1,9417.666666666666,391.0,2,small_2_20
HS5,Latin Hypercube Sampling,0.1,30,30,1.0,42.166666666666664,30.0,2,small_2_20
HS5,Multi-start L-BFGS-B,1e-05,30,30,1.0,22.0,22.0,2,small_2_20
HS5,Multi-start L-BFGS-B,0.001,30,30,1.0,19.0,19.0,2,small_2_20
HS5,Multi-start L-BFGS-B,0.1,30,30,1.0,13.0,13.0,2,small_2_20
HS5,Random Search,1e-05,30,0,0.0,inf,,2,small_2_20
HS5,Random Search,0.001,30,5,0.16666666666666666,5479.2,596.0,2,small_2_20
HS5,Random Search,0.1,30,30,1.0,49.1,36.0,2,small_2_20
JUDGEB,BIPOP-CMA-ES,1e-05,30,30,1.0,254.9,145.0,2,small_2_20
JUDGEB,BIPOP-CMA-ES,0.001,30,30,1.0,173.03333333333333,76.0,2,small_2_20
JUDGEB,BIPOP-CMA-ES,0.1,30,30,1.0,7.533333333333333,6.5,2,small_2_20
JUDGEB,BasinGraph,1e-05,30,30,1.0,63.0,63.0,2,small_2_20
JUDGEB,BasinGraph,0.001,30,30,1.0,48.0,48.0,2,small_2_20
JUDGEB,BasinGraph,0.1,30,30,1.0,1.0,1.0,2,small_2_20
JUDGEB,CMA-ES,1e-05,30,23,0.7666666666666667,419.82608695652175,113.0,2,small_2_20
JUDGEB,CMA-ES,0.001,30,24,0.8,290.8333333333333,39.0,2,small_2_20
JUDGEB,CMA-ES,0.1,30,30,1.0,3.5,2.5,2,small_2_20
JUDGEB,Differential Evolution,1e-05,30,30,1.0,320.06666666666666,329.0,2,small_2_20
JUDGEB,Differential Evolution,0.001,30,30,1.0,122.06666666666666,128.5,2,small_2_20
JUDGEB,Differential Evolution,0.1,30,30,1.0,9.366666666666667,6.5,2,small_2_20
JUDGEB,Latin Hypercube Sampling,1e-05,30,1,0.03333333333333333,29669.0,669.0,2,small_2_20
JUDGEB,Latin Hypercube Sampling,0.001,30,23,0.7666666666666667,672.5217391304348,368.0,2,small_2_20
JUDGEB,Latin Hypercube Sampling,0.1,30,30,1.0,8.833333333333334,7.0,2,small_2_20
JUDGEB,Multi-start L-BFGS-B,1e-05,30,30,1.0,28.0,28.0,2,small_2_20
JUDGEB,Multi-start L-BFGS-B,0.001,30,30,1.0,13.0,13.0,2,small_2_20
JUDGEB,Multi-start L-BFGS-B,0.1,30,30,1.0,1.0,1.0,2,small_2_20
JUDGEB,Random Search,1e-05,30,0,0.0,inf,,2,small_2_20
JUDGEB,Random Search,0.001,30,26,0.8666666666666667,521.5,276.5,2,small_2_20
JUDGEB,Random Search,0.1,30,30,1.0,1.0,1.0,2,small_2_20
NCVXBQP1[N=50],BIPOP-CMA-ES,1e-05,30,0,0.0,inf,,50,medium_21_100
NCVXBQP1[N=50],BIPOP-CMA-ES,0.001,30,0,0.0,inf,,50,medium_21_100
NCVXBQP1[N=50],BIPOP-CMA-ES,0.1,30,30,1.0,1185.4333333333334,1194.5,50,medium_21_100
NCVXBQP1[N=50],BasinGraph,1e-05,30,30,1.0,256.0,256.0,50,medium_21_100
NCVXBQP1[N=50],BasinGraph,0.001,30,30,1.0,247.0,247.0,50,medium_21_100
NCVXBQP1[N=50],BasinGraph,0.1,30,30,1.0,3.0,3.0,50,medium_21_100
NCVXBQP1[N=50],CMA-ES,1e-05,30,0,0.0,inf,,50,medium_21_100
NCVXBQP1[N=50],CMA-ES,0.001,30,0,0.0,inf,,50,medium_21_100
NCVXBQP1[N=50],CMA-ES,0.1,30,30,1.0,1059.4666666666667,1030.0,50,medium_21_100
NCVXBQP1[N=50],Differential Evolution,1e-05,30,0,0.0,inf,,50,medium_21_100
NCVXBQP1[N=50],Differential Evolution,0.001,30,0,0.0,inf,,50,medium_21_100
NCVXBQP1[N=50],Differential Evolution,0.1,30,0,0.0,inf,,50,medium_21_100
NCVXBQP1[N=50],Latin Hypercube Sampling,1e-05,30,0,0.0,inf,,50,medium_21_100
NCVXBQP1[N=50],Latin Hypercube Sampling,0.001,30,0,0.0,inf,,50,medium_21_100
NCVXBQP1[N=50],Latin Hypercube Sampling,0.1,30,0,0.0,inf,,50,medium_21_100
NCVXBQP1[N=50],Multi-start L-BFGS-B,1e-05,30,30,1.0,52.0,52.0,50,medium_21_100
NCVXBQP1[N=50],Multi-start L-BFGS-B,0.001,30,30,1.0,52.0,52.0,50,medium_21_100
NCVXBQP1[N=50],Multi-start L-BFGS-B,0.1,30,30,1.0,52.0,52.0,50,medium_21_100
NCVXBQP1[N=50],Random Search,1e-05,30,0,0.0,inf,,50,medium_21_100
NCVXBQP1[N=50],Random Search,0.001,30,0,0.0,inf,,50,medium_21_100
NCVXBQP1[N=50],Random Search,0.1,30,0,0.0,inf,,50,medium_21_100
NCVXBQP2[N=50],BIPOP-CMA-ES,1e-05,30,0,0.0,inf,,50,medium_21_100
NCVXBQP2[N=50],BIPOP-CMA-ES,0.001,30,0,0.0,inf,,50,medium_21_100
NCVXBQP2[N=50],BIPOP-CMA-ES,0.1,30,30,1.0,1233.2666666666667,1216.0,50,medium_21_100
NCVXBQP2[N=50],BasinGraph,1e-05,30,0,0.0,inf,,50,medium_21_100
NCVXBQP2[N=50],BasinGraph,0.001,30,30,1.0,537.0,537.0,50,medium_21_100
NCVXBQP2[N=50],BasinGraph,0.1,30,30,1.0,322.0,322.0,50,medium_21_100
NCVXBQP2[N=50],CMA-ES,1e-05,30,0,0.0,inf,,50,medium_21_100
NCVXBQP2[N=50],CMA-ES,0.001,30,0,0.0,inf,,50,medium_21_100
NCVXBQP2[N=50],CMA-ES,0.1,30,30,1.0,1210.7666666666667,1215.5,50,medium_21_100
NCVXBQP2[N=50],Differential Evolution,1e-05,30,0,0.0,inf,,50,medium_21_100
NCVXBQP2[N=50],Differential Evolution,0.001,30,0,0.0,inf,,50,medium_21_100
NCVXBQP2[N=50],Differential Evolution,0.1,30,0,0.0,inf,,50,medium_21_100
NCVXBQP2[N=50],Latin Hypercube Sampling,1e-05,30,0,0.0,inf,,50,medium_21_100
NCVXBQP2[N=50],Latin Hypercube Sampling,0.001,30,0,0.0,inf,,50,medium_21_100
NCVXBQP2[N=50],Latin Hypercube Sampling,0.1,30,0,0.0,inf,,50,medium_21_100
NCVXBQP2[N=50],Multi-start L-BFGS-B,1e-05,30,28,0.9333333333333333,970.0714285714286,766.0,50,medium_21_100
NCVXBQP2[N=50],Multi-start L-BFGS-B,0.001,30,28,0.9333333333333333,829.8214285714286,664.0,50,medium_21_100
NCVXBQP2[N=50],Multi-start L-BFGS-B,0.1,30,30,1.0,52.0,52.0,50,medium_21_100
NCVXBQP2[N=50],Random Search,1e-05,30,0,0.0,inf,,50,medium_21_100
NCVXBQP2[N=50],Random Search,0.001,30,0,0.0,inf,,50,medium_21_100
NCVXBQP2[N=50],Random Search,0.1,30,0,0.0,inf,,50,medium_21_100
NCVXBQP3[N=50],BIPOP-CMA-ES,1e-05,30,0,0.0,inf,,50,medium_21_100
NCVXBQP3[N=50],BIPOP-CMA-ES,0.001,30,0,0.0,inf,,50,medium_21_100
NCVXBQP3[N=50],BIPOP-CMA-ES,0.1,30,30,1.0,1583.4666666666667,1570.5,50,medium_21_100
NCVXBQP3[N=50],BasinGraph,1e-05,30,0,0.0,inf,,50,medium_21_100
NCVXBQP3[N=50],BasinGraph,0.001,30,14,0.4666666666666667,4294.0,1486.0,50,medium_21_100
NCVXBQP3[N=50],BasinGraph,0.1,30,30,1.0,942.6666666666666,945.5,50,medium_21_100
NCVXBQP3[N=50],CMA-ES,1e-05,30,0,0.0,inf,,50,medium_21_100
NCVXBQP3[N=50],CMA-ES,0.001,30,0,0.0,inf,,50,medium_21_100
NCVXBQP3[N=50],CMA-ES,0.1,30,30,1.0,1461.0333333333333,1443.5,50,medium_21_100
NCVXBQP3[N=50],Differential Evolution,1e-05,30,0,0.0,inf,,50,medium_21_100
NCVXBQP3[N=50],Differential Evolution,0.001,30,0,0.0,inf,,50,medium_21_100
NCVXBQP3[N=50],Differential Evolution,0.1,30,0,0.0,inf,,50,medium_21_100
NCVXBQP3[N=50],Latin Hypercube Sampling,1e-05,30,0,0.0,inf,,50,medium_21_100
NCVXBQP3[N=50],Latin Hypercube Sampling,0.001,30,0,0.0,inf,,50,medium_21_100
NCVXBQP3[N=50],Latin Hypercube Sampling,0.1,30,0,0.0,inf,,50,medium_21_100
NCVXBQP3[N=50],Multi-start L-BFGS-B,1e-05,30,30,1.0,205.0,205.0,50,medium_21_100
NCVXBQP3[N=50],Multi-start L-BFGS-B,0.001,30,30,1.0,205.0,205.0,50,medium_21_100
NCVXBQP3[N=50],Multi-start L-BFGS-B,0.1,30,30,1.0,52.0,52.0,50,medium_21_100
NCVXBQP3[N=50],Random Search,1e-05,30,0,0.0,inf,,50,medium_21_100
NCVXBQP3[N=50],Random Search,0.001,30,0,0.0,inf,,50,medium_21_100
NCVXBQP3[N=50],Random Search,0.1,30,0,0.0,inf,,50,medium_21_100
NONSCOMP[N=500],BIPOP-CMA-ES,1e-05,30,0,0.0,inf,,500,large_101_500
NONSCOMP[N=500],BIPOP-CMA-ES,0.001,30,0,0.0,inf,,500,large_101_500
NONSCOMP[N=500],BIPOP-CMA-ES,0.1,30,1,0.03333333333333333,599862.0,19862.0,500,large_101_500
NONSCOMP[N=500],BasinGraph,1e-05,30,0,0.0,inf,,500,large_101_500
NONSCOMP[N=500],BasinGraph,0.001,30,0,0.0,inf,,500,large_101_500
NONSCOMP[N=500],BasinGraph,0.1,30,0,0.0,inf,,500,large_101_500
NONSCOMP[N=500],CMA-ES,1e-05,30,1,0.03333333333333333,599892.0,19892.0,500,large_101_500
NONSCOMP[N=500],CMA-ES,0.001,30,1,0.03333333333333333,599892.0,19892.0,500,large_101_500
NONSCOMP[N=500],CMA-ES,0.1,30,4,0.13333333333333333,149824.0,19819.5,500,large_101_500
NONSCOMP[N=500],Differential Evolution,1e-05,30,0,0.0,inf,,500,large_101_500
NONSCOMP[N=500],Differential Evolution,0.001,30,0,0.0,inf,,500,large_101_500
NONSCOMP[N=500],Differential Evolution,0.1,30,0,0.0,inf,,500,large_101_500
NONSCOMP[N=500],Latin Hypercube Sampling,1e-05,30,0,0.0,inf,,500,large_101_500
NONSCOMP[N=500],Latin Hypercube Sampling,0.001,30,0,0.0,inf,,500,large_101_500
NONSCOMP[N=500],Latin Hypercube Sampling,0.1,30,0,0.0,inf,,500,large_101_500
NONSCOMP[N=500],Multi-start L-BFGS-B,1e-05,30,0,0.0,inf,,500,large_101_500
NONSCOMP[N=500],Multi-start L-BFGS-B,0.001,30,0,0.0,inf,,500,large_101_500
NONSCOMP[N=500],Multi-start L-BFGS-B,0.1,30,0,0.0,inf,,500,large_101_500
NONSCOMP[N=500],Random Search,1e-05,30,0,0.0,inf,,500,large_101_500
NONSCOMP[N=500],Random Search,0.001,30,0,0.0,inf,,500,large_101_500
NONSCOMP[N=500],Random Search,0.1,30,0,0.0,inf,,500,large_101_500
POWERSUMB[N=10],BIPOP-CMA-ES,1e-05,30,4,0.13333333333333333,6977.0,537.5,10,small_2_20
POWERSUMB[N=10],BIPOP-CMA-ES,0.001,30,30,1.0,169.3,146.0,10,small_2_20
POWERSUMB[N=10],BIPOP-CMA-ES,0.1,30,30,1.0,35.96666666666667,39.5,10,small_2_20
POWERSUMB[N=10],BasinGraph,1e-05,30,0,0.0,inf,,10,small_2_20
POWERSUMB[N=10],BasinGraph,0.001,30,3,0.1,9267.333333333334,279.0,10,small_2_20
POWERSUMB[N=10],BasinGraph,0.1,30,30,1.0,70.1,78.0,10,small_2_20
POWERSUMB[N=10],CMA-ES,1e-05,30,1,0.03333333333333333,29912.0,912.0,10,small_2_20
POWERSUMB[N=10],CMA-ES,0.001,30,28,0.9333333333333333,250.03571428571428,125.0,10,small_2_20
POWERSUMB[N=10],CMA-ES,0.1,30,30,1.0,10.333333333333334,11.0,10,small_2_20
POWERSUMB[N=10],Differential Evolution,1e-05,30,0,0.0,inf,,10,small_2_20
POWERSUMB[N=10],Differential Evolution,0.001,30,29,0.9666666666666667,533.551724137931,443.0,10,small_2_20
POWERSUMB[N=10],Differential Evolution,0.1,30,30,1.0,43.46666666666667,19.5,10,small_2_20
POWERSUMB[N=10],Latin Hypercube Sampling,1e-05,30,0,0.0,inf,,10,small_2_20
POWERSUMB[N=10],Latin Hypercube Sampling,0.001,30,9,0.3,2601.777777777778,259.0,10,small_2_20
POWERSUMB[N=10],Latin Hypercube Sampling,0.1,30,30,1.0,47.96666666666667,39.5,10,small_2_20
POWERSUMB[N=10],Multi-start L-BFGS-B,1e-05,30,1,0.03333333333333333,29914.0,914.0,10,small_2_20
POWERSUMB[N=10],Multi-start L-BFGS-B,0.001,30,14,0.4666666666666667,1666.357142857143,534.5,10,small_2_20
POWERSUMB[N=10],Multi-start L-BFGS-B,0.1,30,30,1.0,45.0,45.0,10,small_2_20
POWERSUMB[N=10],Random Search,1e-05,30,0,0.0,inf,,10,small_2_20
POWERSUMB[N=10],Random Search,0.001,30,17,0.5666666666666667,1310.7058823529412,555.0,10,small_2_20
POWERSUMB[N=10],Random Search,0.1,30,30,1.0,44.06666666666667,20.5,10,small_2_20
PRICE4B,BIPOP-CMA-ES,1e-05,30,30,1.0,125.9,126.0,2,small_2_20
PRICE4B,BIPOP-CMA-ES,0.001,30,30,1.0,72.3,71.0,2,small_2_20
PRICE4B,BIPOP-CMA-ES,0.1,30,30,1.0,42.63333333333333,43.0,2,small_2_20
PRICE4B,BasinGraph,1e-05,30,30,1.0,1.0,1.0,2,small_2_20
PRICE4B,BasinGraph,0.001,30,30,1.0,1.0,1.0,2,small_2_20
PRICE4B,BasinGraph,0.1,30,30,1.0,1.0,1.0,2,small_2_20
PRICE4B,CMA-ES,1e-05,30,30,1.0,104.93333333333334,101.5,2,small_2_20
PRICE4B,CMA-ES,0.001,30,30,1.0,61.833333333333336,57.0,2,small_2_20
PRICE4B,CMA-ES,0.1,30,30,1.0,33.5,31.0,2,small_2_20
PRICE4B,Differential Evolution,1e-05,30,30,1.0,275.06666666666666,275.5,2,small_2_20
PRICE4B,Differential Evolution,0.001,30,30,1.0,152.33333333333334,152.5,2,small_2_20
PRICE4B,Differential Evolution,0.1,30,30,1.0,78.7,86.0,2,small_2_20
PRICE4B,Latin Hypercube Sampling,1e-05,30,0,0.0,inf,,2,small_2_20
PRICE4B,Latin Hypercube Sampling,0.001,30,8,0.26666666666666666,3058.0,359.0,2,small_2_20
PRICE4B,Latin Hypercube Sampling,0.1,30,30,1.0,249.16666666666666,179.5,2,small_2_20
PRICE4B,Multi-start L-BFGS-B,1e-05,30,30,1.0,1.0,1.0,2,small_2_20
PRICE4B,Multi-start L-BFGS-B,0.001,30,30,1.0,1.0,1.0,2,small_2_20
PRICE4B,Multi-start L-BFGS-B,0.1,30,30,1.0,1.0,1.0,2,small_2_20
PRICE4B,Random Search,1e-05,30,30,1.0,1.0,1.0,2,small_2_20
PRICE4B,Random Search,0.001,30,30,1.0,1.0,1.0,2,small_2_20
PRICE4B,Random Search,0.1,30,30,1.0,1.0,1.0,2,small_2_20
PROBPENL[N=50],BIPOP-CMA-ES,1e-05,30,0,0.0,inf,,50,medium_21_100
PROBPENL[N=50],BIPOP-CMA-ES,0.001,30,0,0.0,inf,,50,medium_21_100
PROBPENL[N=50],BIPOP-CMA-ES,0.1,30,0,0.0,inf,,50,medium_21_100
PROBPENL[N=50],BasinGraph,1e-05,30,1,0.03333333333333333,74992.0,2492.0,50,medium_21_100
PROBPENL[N=50],BasinGraph,0.001,30,1,0.03333333333333333,74989.0,2489.0,50,medium_21_100
PROBPENL[N=50],BasinGraph,0.1,30,1,0.03333333333333333,74954.0,2454.0,50,medium_21_100
PROBPENL[N=50],CMA-ES,1e-05,30,0,0.0,inf,,50,medium_21_100
PROBPENL[N=50],CMA-ES,0.001,30,0,0.0,inf,,50,medium_21_100
PROBPENL[N=50],CMA-ES,0.1,30,0,0.0,inf,,50,medium_21_100
PROBPENL[N=50],Differential Evolution,1e-05,30,0,0.0,inf,,50,medium_21_100
PROBPENL[N=50],Differential Evolution,0.001,30,0,0.0,inf,,50,medium_21_100
PROBPENL[N=50],Differential Evolution,0.1,30,0,0.0,inf,,50,medium_21_100
PROBPENL[N=50],Latin Hypercube Sampling,1e-05,30,0,0.0,inf,,50,medium_21_100
PROBPENL[N=50],Latin Hypercube Sampling,0.001,30,0,0.0,inf,,50,medium_21_100
PROBPENL[N=50],Latin Hypercube Sampling,0.1,30,0,0.0,inf,,50,medium_21_100
PROBPENL[N=50],Multi-start L-BFGS-B,1e-05,30,0,0.0,inf,,50,medium_21_100
PROBPENL[N=50],Multi-start L-BFGS-B,0.001,30,0,0.0,inf,,50,medium_21_100
PROBPENL[N=50],Multi-start L-BFGS-B,0.1,30,0,0.0,inf,,50,medium_21_100
PROBPENL[N=50],Random Search,1e-05,30,0,0.0,inf,,50,medium_21_100
PROBPENL[N=50],Random Search,0.001,30,0,0.0,inf,,50,medium_21_100
PROBPENL[N=50],Random Search,0.1,30,0,0.0,inf,,50,medium_21_100
QINGB[N=100],BIPOP-CMA-ES,1e-05,30,0,0.0,inf,,100,medium_21_100
QINGB[N=100],BIPOP-CMA-ES,0.001,30,0,0.0,inf,,100,medium_21_100
QINGB[N=100],BIPOP-CMA-ES,0.1,30,0,0.0,inf,,100,medium_21_100
QINGB[N=100],BasinGraph,1e-05,30,30,1.0,1970.0,1970.0,100,medium_21_100
QINGB[N=100],BasinGraph,0.001,30,30,1.0,1967.0,1967.0,100,medium_21_100
QINGB[N=100],BasinGraph,0.1,30,30,1.0,1912.0,1912.0,100,medium_21_100
QINGB[N=100],CMA-ES,1e-05,30,0,0.0,inf,,100,medium_21_100
QINGB[N=100],CMA-ES,0.001,30,0,0.0,inf,,100,medium_21_100
QINGB[N=100],CMA-ES,0.1,30,0,0.0,inf,,100,medium_21_100
QINGB[N=100],Differential Evolution,1e-05,30,0,0.0,inf,,100,medium_21_100
QINGB[N=100],Differential Evolution,0.001,30,0,0.0,inf,,100,medium_21_100
QINGB[N=100],Differential Evolution,0.1,30,0,0.0,inf,,100,medium_21_100
QINGB[N=100],Latin Hypercube Sampling,1e-05,30,0,0.0,inf,,100,medium_21_100
QINGB[N=100],Latin Hypercube Sampling,0.001,30,0,0.0,inf,,100,medium_21_100
