instance_id,algorithm,dimension_group,objective_type,median_normalized_residual,mean_normalized_residual,median_log10_residual,q25_normalized_residual,q75_normalized_residual,median_fbest,mean_fbest,median_budget_ratio,median_wall_time_seconds,success_rate_1e_1,success_rate_1e_3,success_rate_1e_5,final_value_rank,final_value_win
EGGCRATEB,BIPOP-CMA-ES,small_2_20,sum of squares,7.430462933345888e-18,0.007620642660287063,-16.0,1.2424225749480644e-18,5.654996834689992e-13,3.2227686725334854e-16,0.330525414775017,1.0,0.03276568750152355,0.9666666666666667,0.9333333333333333,0.9333333333333333,5.0,True
EGGCRATEB,BasinGraph,small_2_20,sum of squares,0.0,0.0,-16.0,0.0,0.0,0.0,0.0,1.0,0.0133108749869279,1.0,1.0,1.0,2.0,True
EGGCRATEB,CMA-ES,small_2_20,sum of squares,7.303927868857987e-18,0.03923375595836482,-16.0,1.7281509912766704e-18,8.442315732601451e-17,3.1678874026224887e-16,1.7016614004089567,0.51,0.0186289789853617,0.8,0.8,0.8,4.0,True
EGGCRATEB,Differential Evolution,small_2_20,sum of squares,1.8138253512322796e-13,3.0156651913874816e-11,-12.741548235723574,4.74846142194465e-14,1.2130484344124864e-12,7.866992368894342e-12,1.3079657879777575e-09,1.0,0.01069245798862535,1.0,1.0,1.0,6.0,False
EGGCRATEB,Latin Hypercube Sampling,small_2_20,sum of squares,0.015103301147140667,0.017347183613172692,-1.8247504281451148,0.009119685491038455,0.025598833400809318,0.6550661274468699,0.7523886520492352,1.0,0.0018423540168441,1.0,0.03333333333333333,0.0,7.0,False
EGGCRATEB,Multi-start L-BFGS-B,small_2_20,sum of squares,0.0,0.0,-16.0,0.0,0.0,0.0,0.0,0.174,0.00279797901748675,1.0,1.0,1.0,2.0,True
EGGCRATEB,Random Search,small_2_20,sum of squares,0.0,0.0,-16.0,0.0,0.0,0.0,0.0,1.0,0.0029099790262988997,1.0,1.0,1.0,2.0,True
ELATVIDUB,BIPOP-CMA-ES,small_2_20,sum of squares,2.1421889267826073e-07,0.00043415145946181004,-6.772813068403176,1.1795907885612476e-19,4.0695764278491584e-05,1.7162079186729282,8.659328403079284,1.0,0.03332706249784675,1.0,0.8,0.6333333333333333,3.0,False
ELATVIDUB,BasinGraph,small_2_20,sum of squares,0.0033148366375728793,0.0029958808220869183,-2.4795378697173804,0.0033148366375728793,0.0033148366375728793,54.751118642231006,49.647733984079494,1.0,0.012968624971108449,1.0,0.1,0.03333333333333333,5.0,False
ELATVIDUB,CMA-ES,small_2_20,sum of squares,0.0015788873206811032,0.0013877525836088276,-2.801648862868571,1.144896941838858e-19,0.0029980990637998406,26.975430973215808,23.917220282408046,0.633,0.022327458020299652,1.0,0.4666666666666667,0.43333333333333335,4.0,False
ELATVIDUB,Differential Evolution,small_2_20,sum of squares,7.657777252512938e-12,0.00010888015831221322,-11.120563581439267,1.1911415497259197e-13,1.5055217279248917e-09,1.712780477388837,3.4548941603780463,1.0,0.0106274169811513,1.0,0.9333333333333333,0.9,2.0,False
ELATVIDUB,Latin Hypercube Sampling,small_2_20,sum of squares,0.007903757992174305,0.04058747647900791,-2.1024013188792416,0.00506160179841338,0.035281877666385145,128.17517834421682,651.12406153958,1.0,0.00179241650039325,0.9666666666666667,0.03333333333333333,0.0,6.0,False
ELATVIDUB,Multi-start L-BFGS-B,small_2_20,sum of squares,3.746935446018081e-19,0.00021051830942414755,-16.0,2.8448954312359506e-19,4.302036993576315e-19,1.7127803548622076,5.0811337706426905,0.3165,0.0049651040171738,1.0,0.8666666666666667,0.8666666666666667,1.0,True
ELATVIDUB,Random Search,small_2_20,sum of squares,0.0090133567475787,0.007893721131447361,-2.045286534248111,0.006926532088636528,0.0092677848597037,145.92907712924793,128.01458568980215,1.0,0.0027618749882094,1.0,0.0,0.0,7.0,False
EXP2B,BIPOP-CMA-ES,small_2_20,sum of squares,2.6075454537572247e-17,3.516065976183848e-13,-16.0,1.0667203790861267e-17,1.1075470651889016e-16,1.069540056877425e-16,1.441494625252312e-12,1.0,0.03430506246513685,1.0,1.0,1.0,3.0,True
EXP2B,BasinGraph,small_2_20,sum of squares,0.0,0.0,-16.0,0.0,0.0,5.1500221035187423e-20,5.1500221035187423e-20,1.0,0.0109886460122652,1.0,1.0,1.0,1.0,True
EXP2B,CMA-ES,small_2_20,sum of squares,8.091598900907849e-17,2.3455415390705464e-16,-16.0,1.1556163559887123e-17,2.289396650573495e-16,3.3178577334455975e-16,9.616618408637248e-16,0.516,0.0200173750054091,1.0,1.0,1.0,4.0,True
EXP2B,Differential Evolution,small_2_20,sum of squares,2.1162355221758983e-14,6.88285138147455e-11,-13.675748981683146,4.389416479488096e-15,9.045592636439872e-14,8.676014197238213e-14,2.821788040199633e-10,1.0,0.010671895986888499,1.0,1.0,1.0,5.0,False
EXP2B,Latin Hypercube Sampling,small_2_20,sum of squares,0.004269579149855567,0.00594284153447212,-2.369709935947013,0.0014174358707611367,0.007667881389134009,0.01750415156714925,0.02436408725728127,1.0,0.0018822710262611,1.0,0.13333333333333333,0.0,6.0,False
EXP2B,Multi-start L-BFGS-B,small_2_20,sum of squares,3.3731180711550494e-18,3.3950147382457697e-18,-16.0,2.314228394808172e-18,5.1298800366557205e-18,1.388039714484218e-17,1.3970167720844812e-17,0.255,0.00387233350193125,1.0,1.0,1.0,2.0,True
EXP2B,Random Search,small_2_20,sum of squares,0.005629765506056314,0.007844041593484492,-2.2504900522354063,0.0024352544966940223,0.010336883709611137,0.0230805578832874,0.03215850746226832,1.0,0.0029552085034083,1.0,0.03333333333333333,0.0,7.0,False
EXPLIN2[N=12],BIPOP-CMA-ES,large_101_500,other,0.013125044697989453,0.013992999725029674,-1.8819129099284533,0.011274821292688485,0.015089501396449701,-7587.696253036422,-7580.934935836777,1.0,0.3495594584965147,1.0,0.0,0.0,4.0,False
EXPLIN2[N=12],BasinGraph,large_101_500,other,0.0001726692570724836,0.0001602673789870777,-3.7627849795853554,0.00017266924388850257,0.0001726692642043084,-7688.594474852767,-7688.691084733457,1.0,0.0402691874769516,1.0,1.0,0.0,2.0,False
EXPLIN2[N=12],CMA-ES,large_101_500,other,0.012436873979241755,0.012777495599582299,-1.9052896157727601,0.011259886629617986,0.014193814427421519,-7593.057061341002,-7590.403639506426,1.0,0.33852335400297306,1.0,0.0,0.0,3.0,False
EXPLIN2[N=12],Differential Evolution,large_101_500,other,0.2648149947868926,0.26130655955715,-0.5770585408465758,0.24135783788700604,0.27598602516830717,-5627.046754505731,-5654.377252888334,1.0,0.060073791479226146,0.0,0.0,0.0,5.0,False
