algorithm,evaluations_per_dimension,fraction_problem_seed_pairs_solved,target_residual,problem_seed_pairs
BIPOP-CMA-ES,74.20785902719481,0.26266666666666666,0.001,1500
BIPOP-CMA-ES,76.22975518786933,0.2673333333333333,0.001,1500
BIPOP-CMA-ES,78.30674071694965,0.27066666666666667,0.001,1500
BIPOP-CMA-ES,80.44031660077239,0.274,0.001,1500
BIPOP-CMA-ES,82.63202472213118,0.276,0.001,1500
BIPOP-CMA-ES,84.88344897455728,0.2786666666666667,0.001,1500
BIPOP-CMA-ES,87.19621640696063,0.2833333333333333,0.001,1500
BIPOP-CMA-ES,89.57199839945778,0.2853333333333333,0.001,1500
BIPOP-CMA-ES,92.0125118712377,0.2886666666666667,0.001,1500
BIPOP-CMA-ES,94.51952052133637,0.2886666666666667,0.001,1500
BIPOP-CMA-ES,97.09483610321912,0.2886666666666667,0.001,1500
BIPOP-CMA-ES,99.74031973409012,0.29,0.001,1500
BIPOP-CMA-ES,102.45788323987597,0.2906666666666667,0.001,1500
BIPOP-CMA-ES,105.24949053685556,0.292,0.001,1500
BIPOP-CMA-ES,108.11715905093355,0.2926666666666667,0.001,1500
BIPOP-CMA-ES,111.06296117558473,0.29333333333333333,0.001,1500
BIPOP-CMA-ES,114.08902576952177,0.294,0.001,1500
BIPOP-CMA-ES,117.19753969516898,0.29533333333333334,0.001,1500
BIPOP-CMA-ES,120.39074939905387,0.296,0.001,1500
BIPOP-CMA-ES,123.67096253525928,0.296,0.001,1500
BIPOP-CMA-ES,127.04054963310745,0.2966666666666667,0.001,1500
BIPOP-CMA-ES,130.50194581028373,0.2966666666666667,0.001,1500
BIPOP-CMA-ES,134.05765253263613,0.2966666666666667,0.001,1500
BIPOP-CMA-ES,137.71023942192292,0.29733333333333334,0.001,1500
BIPOP-CMA-ES,141.46234611281568,0.298,0.001,1500
BIPOP-CMA-ES,145.31668416049743,0.2986666666666667,0.001,1500
BIPOP-CMA-ES,149.2760390002375,0.3006666666666667,0.001,1500
BIPOP-CMA-ES,153.34327196035676,0.30133333333333334,0.001,1500
BIPOP-CMA-ES,157.52132233003934,0.30133333333333334,0.001,1500
BIPOP-CMA-ES,161.81320948348437,0.30133333333333334,0.001,1500
BIPOP-CMA-ES,166.22203506193412,0.30266666666666664,0.001,1500
BIPOP-CMA-ES,170.75098521515275,0.30333333333333334,0.001,1500
BIPOP-CMA-ES,175.4033329039791,0.30333333333333334,0.001,1500
BIPOP-CMA-ES,180.18244026561467,0.30333333333333334,0.001,1500
BIPOP-CMA-ES,185.0917610433574,0.30333333333333334,0.001,1500
BIPOP-CMA-ES,190.1348430825376,0.30466666666666664,0.001,1500
BIPOP-CMA-ES,195.31533089445742,0.30533333333333335,0.001,1500
BIPOP-CMA-ES,200.63696829019025,0.30533333333333335,0.001,1500
BIPOP-CMA-ES,206.1036010861406,0.30533333333333335,0.001,1500
BIPOP-CMA-ES,211.71917988332112,0.306,0.001,1500
BIPOP-CMA-ES,217.4877629223543,0.306,0.001,1500
BIPOP-CMA-ES,223.4135190162643,0.306,0.001,1500
BIPOP-CMA-ES,229.50073056317393,0.306,0.001,1500
BIPOP-CMA-ES,235.75379664108954,0.306,0.001,1500
BIPOP-CMA-ES,242.17723618700597,0.30733333333333335,0.001,1500
BIPOP-CMA-ES,248.77569126263114,0.30733333333333335,0.001,1500
BIPOP-CMA-ES,255.55393040909064,0.30733333333333335,0.001,1500
BIPOP-CMA-ES,262.51685209303366,0.308,0.001,1500
BIPOP-CMA-ES,269.66948824663524,0.30866666666666664,0.001,1500
BIPOP-CMA-ES,277.01700790404965,0.31,0.001,1500
BIPOP-CMA-ES,284.56472093694424,0.31133333333333335,0.001,1500
BIPOP-CMA-ES,292.3180818918125,0.31133333333333335,0.001,1500
BIPOP-CMA-ES,300.28269393184206,0.312,0.001,1500
BIPOP-CMA-ES,308.46431288618106,0.31533333333333335,0.001,1500
BIPOP-CMA-ES,316.86885140953524,0.31533333333333335,0.001,1500
BIPOP-CMA-ES,325.5023832550978,0.31733333333333336,0.001,1500
BIPOP-CMA-ES,334.3711476639015,0.31866666666666665,0.001,1500
BIPOP-CMA-ES,343.48155387376426,0.31866666666666665,0.001,1500
BIPOP-CMA-ES,352.8401857510887,0.31933333333333336,0.001,1500
BIPOP-CMA-ES,362.45380654885884,0.322,0.001,1500
BIPOP-CMA-ES,372.3293637942776,0.324,0.001,1500
BIPOP-CMA-ES,382.4739943095735,0.3253333333333333,0.001,1500
BIPOP-CMA-ES,392.8950293696064,0.32666666666666666,0.001,1500
BIPOP-CMA-ES,403.60000000000014,0.32666666666666666,0.001,1500
CMA-ES,0.5,0.006666666666666667,0.001,1500
CMA-ES,0.5136231942760511,0.006666666666666667,0.001,1500
CMA-ES,0.5276175713966682,0.006666666666666667,0.001,1500
CMA-ES,0.5419932447538583,0.006666666666666667,0.001,1500
CMA-ES,0.5567606032930366,0.006666666666666667,0.001,1500
CMA-ES,0.5719303190208614,0.006666666666666667,0.001,1500
CMA-ES,0.5875133547176317,0.006666666666666667,0.001,1500
CMA-ES,0.6035209718598172,0.006666666666666667,0.001,1500
CMA-ES,0.6199647387584521,0.006666666666666667,0.001,1500
CMA-ES,0.6368565389192674,0.006666666666666667,0.001,1500
CMA-ES,0.6542085796306087,0.006666666666666667,0.001,1500
CMA-ES,0.6720334007853432,0.006666666666666667,0.001,1500
CMA-ES,0.6903438839431313,0.006666666666666667,0.001,1500
CMA-ES,0.7091532616396132,0.006666666666666667,0.001,1500
CMA-ES,0.7284751269492367,0.006666666666666667,0.001,1500
CMA-ES,0.7483234433086375,0.006666666666666667,0.001,1500
CMA-ES,0.7687125546076716,0.006666666666666667,0.001,1500
CMA-ES,0.7896571955553913,0.006666666666666667,0.001,1500
CMA-ES,0.8111725023284568,0.006666666666666667,0.001,1500
CMA-ES,0.8332740235096789,0.006666666666666667,0.001,1500
CMA-ES,0.8559777313245972,0.006666666666666667,0.001,1500
CMA-ES,0.8793000331842141,0.006666666666666667,0.001,1500
CMA-ES,0.9032577835422274,0.006666666666666667,0.001,1500
CMA-ES,0.9278682960753296,0.006666666666666667,0.001,1500
CMA-ES,0.9531493561953751,0.006666666666666667,0.001,1500
CMA-ES,0.9791192339024603,0.006666666666666667,0.001,1500
CMA-ES,1.0057966969882033,0.010666666666666666,0.001,1500
CMA-ES,1.0332010245987648,0.010666666666666666,0.001,1500
CMA-ES,1.061352021167413,0.010666666666666666,0.001,1500
CMA-ES,1.090270030726699,0.010666666666666666,0.001,1500
CMA-ES,1.1199759516105912,0.010666666666666666,0.001,1500
CMA-ES,1.1504912515571837,0.010666666666666666,0.001,1500
CMA-ES,1.1818379832229051,0.010666666666666666,0.001,1500
CMA-ES,1.214038800119429,0.010666666666666666,0.001,1500
CMA-ES,1.247116972984811,0.010666666666666666,0.001,1500
CMA-ES,1.2810964066006767,0.010666666666666666,0.001,1500
CMA-ES,1.3160016570676205,0.010666666666666666,0.001,1500
CMA-ES,1.3518579495512952,0.010666666666666666,0.001,1500
CMA-ES,1.388691196512018,0.010666666666666666,0.001,1500
CMA-ES,1.426528016431068,0.010666666666666666,0.001,1500
CMA-ES,1.4653957530472086,0.010666666666666666,0.001,1500
CMA-ES,1.5053224951173332,0.014,0.001,1500
CMA-ES,1.54633709671552,0.014,0.001,1500
CMA-ES,1.5884691980851606,0.014,0.001,1500
CMA-ES,1.631749247059235,0.014,0.001,1500
CMA-ES,1.6762085210642113,0.014666666666666666,0.001,1500
CMA-ES,1.7218791497234711,0.014666666666666666,0.001,1500
CMA-ES,1.7687941380766001,0.014666666666666666,0.001,1500
CMA-ES,1.816987390431316,0.015333333333333332,0.001,1500
CMA-ES,1.8664937348652777,0.015333333333333332,0.001,1500
CMA-ES,1.9173489483954813,0.015333333333333332,0.001,1500
CMA-ES,1.969589782833429,0.015333333333333332,0.001,1500
CMA-ES,2.0232539913447596,0.017333333333333333,0.001,1500
CMA-ES,2.07838035573253,0.017333333333333333,0.001,1500
CMA-ES,2.1350087144638747,0.017333333333333333,0.001,1500
CMA-ES,2.1931799914602816,0.017333333333333333,0.001,1500
CMA-ES,2.252936225672305,0.018,0.001,1500
CMA-ES,2.314320601460079,0.018,0.001,1500
CMA-ES,2.377377479801595,0.018,0.001,1500
CMA-ES,2.442152430351287,0.018,0.001,1500
CMA-ES,2.508692264372099,0.021333333333333333,0.001,1500
CMA-ES,2.577045068564834,0.021333333333333333,0.001,1500
CMA-ES,2.6472602398192295,0.021333333333333333,0.001,1500
CMA-ES,2.719388520911876,0.021333333333333333,0.001,1500
CMA-ES,2.7934820371767675,0.021333333333333333,0.001,1500
CMA-ES,2.8695943341750034,0.021333333333333333,0.001,1500
CMA-ES,2.947780416390847,0.021333333333333333,0.001,1500
CMA-ES,3.028096786982109,0.022,0.001,1500
CMA-ES,3.1106014886135958,0.022,0.001,1500
CMA-ES,3.1953541454031082,0.022,0.001,1500
CMA-ES,3.2824160060103327,0.02266666666666667,0.001,1500
CMA-ES,3.37184998789973,0.02266666666666667,0.001,1500
CMA-ES,3.463720722809446,0.02266666666666667,0.001,1500
CMA-ES,3.558094603459081,0.02266666666666667,0.001,1500
CMA-ES,3.6550398315300656,0.02266666666666667,0.001,1500
CMA-ES,3.7546264669533427,0.02266666666666667,0.001,1500
CMA-ES,3.8569264785399606,0.02266666666666667,0.001,1500
CMA-ES,3.9620137959911523,0.02266666666666667,0.001,1500
CMA-ES,4.069964363325515,0.024,0.001,1500
CMA-ES,4.180856193761892,0.024,0.001,1500
CMA-ES,4.29476942609759,0.024,0.001,1500
CMA-ES,4.411786382622735,0.024,0.001,1500
CMA-ES,4.5319916286125475,0.024,0.001,1500
CMA-ES,4.655472033440598,0.024,0.001,1500
CMA-ES,4.782316833357166,0.024,0.001,1500
CMA-ES,4.912617695978076,0.025333333333333333,0.001,1500
CMA-ES,5.0464687865306255,0.025333333333333333,0.001,1500
CMA-ES,5.183966835904496,0.025333333333333333,0.001,1500
CMA-ES,5.325211210556759,0.025333333333333333,0.001,1500
CMA-ES,5.4703039843216,0.025333333333333333,0.001,1500
CMA-ES,5.6193500121765405,0.02666666666666667,0.001,1500
CMA-ES,5.77245700601856,0.02666666666666667,0.001,1500
CMA-ES,5.929735612504848,0.02666666666666667,0.001,1500
CMA-ES,6.091299493014393,0.027333333333333334,0.001,1500
CMA-ES,6.257265405788284,0.027333333333333334,0.001,1500
CMA-ES,6.42775329030802,0.027333333333333334,0.001,1500
CMA-ES,6.602886353972807,0.028,0.001,1500
CMA-ES,6.782791161138521,0.028,0.001,1500
CMA-ES,6.967597724582666,0.028,0.001,1500
CMA-ES,7.157439599461386,0.028666666666666667,0.001,1500
CMA-ES,7.352453979826516,0.028666666666666667,0.001,1500
CMA-ES,7.55278179777232,0.029333333333333333,0.001,1500
CMA-ES,7.7585678252836665,0.029333333333333333,0.001,1500
CMA-ES,7.9699607788591855,0.029333333333333333,0.001,1500
CMA-ES,8.187113426984999,0.030666666666666665,0.001,1500
CMA-ES,8.410182700536762,0.030666666666666665,0.001,1500
CMA-ES,8.639329806189757,0.030666666666666665,0.001,1500
CMA-ES,8.874720342918963,0.030666666666666665,0.001,1500
CMA-ES,9.116524421673374,0.03266666666666666,0.001,1500
CMA-ES,9.364916788311017,0.03266666666666666,0.001,1500
CMA-ES,9.62007694988344,0.03333333333333333,0.001,1500
CMA-ES,9.88218930436109,0.03333333333333333,0.001,1500
CMA-ES,10.151443273893141,0.034,0.001,1500
CMA-ES,10.428033441698254,0.034666666666666665,0.001,1500
CMA-ES,10.712159692685082,0.036,0.001,1500
CMA-ES,11.00402735790415,0.036,0.001,1500
CMA-ES,11.303847362935564,0.03666666666666667,0.001,1500
CMA-ES,11.611836380319764,0.03866666666666667,0.001,1500
CMA-ES,11.928216986141395,0.03866666666666667,0.001,1500
CMA-ES,12.253217820879584,0.03933333333333333,0.001,1500
CMA-ES,12.587073754640814,0.04066666666666666,0.001,1500
CMA-ES,12.930026056893727,0.04133333333333333,0.001,1500
CMA-ES,13.282322570828654,0.04133333333333333,0.001,1500
CMA-ES,13.644217892467811,0.04133333333333333,0.001,1500
CMA-ES,14.01597355465553,0.042666666666666665,0.001,1500
CMA-ES,14.397858216061666,0.042666666666666665,0.001,1500
CMA-ES,14.790147855334562,0.043333333333333335,0.001,1500
CMA-ES,15.193125970544042,0.04533333333333334,0.001,1500
CMA-ES,15.607083784058522,0.046,0.001,1500
CMA-ES,16.032320453004196,0.046,0.001,1500
CMA-ES,16.469143285458557,0.046,0.001,1500
CMA-ES,16.91786796253441,0.04666666666666667,0.001,1500
CMA-ES,17.378818766514787,0.04666666666666667,0.001,1500
CMA-ES,17.85232881520381,0.050666666666666665,0.001,1500
CMA-ES,18.338740302662742,0.051333333333333335,0.001,1500
CMA-ES,18.838404746505184,0.05266666666666667,0.001,1500
CMA-ES,19.351683241930232,0.05533333333333333,0.001,1500
CMA-ES,19.87894672267707,0.058,0.001,1500
CMA-ES,20.42057622908966,0.058,0.001,1500
CMA-ES,20.976963183485264,0.058,0.001,1500
CMA-ES,21.54850967302565,0.062,0.001,1500
CMA-ES,22.13562874029563,0.06333333333333334,0.001,1500
CMA-ES,22.73874468179881,0.064,0.001,1500
CMA-ES,23.358293354586152,0.06666666666666667,0.001,1500
CMA-ES,23.994722491239184,0.068,0.001,1500
CMA-ES,24.648492023435356,0.07,0.001,1500
CMA-ES,25.32007441432927,0.07266666666666667,0.001,1500
CMA-ES,26.009954999990217,0.07666666666666666,0.001,1500
CMA-ES,26.718632340142648,0.07866666666666666,0.001,1500
CMA-ES,27.446618578462928,0.08066666666666666,0.001,1500
CMA-ES,28.194439812693084,0.08733333333333333,0.001,1500
CMA-ES,28.962636474838583,0.08933333333333333,0.001,1500
CMA-ES,29.75176372172531,0.092,0.001,1500
CMA-ES,30.562391836197783,0.096,0.001,1500
CMA-ES,31.39510663924843,0.09866666666666667,0.001,1500
CMA-ES,32.250509913376064,0.106,0.001,1500
CMA-ES,33.12921983747933,0.108,0.001,1500
CMA-ES,34.03187143359931,0.11066666666666666,0.001,1500
CMA-ES,34.95911702583434,0.11333333333333333,0.001,1500
CMA-ES,35.911626711758636,0.11933333333333333,0.001,1500
CMA-ES,36.89008884668525,0.124,0.001,1500
CMA-ES,37.89521054112361,0.12666666666666668,0.001,1500
CMA-ES,38.927718171790794,0.13066666666666665,0.001,1500
CMA-ES,39.98835790654612,0.13666666666666666,0.001,1500
CMA-ES,41.07789624362841,0.14466666666666667,0.001,1500
CMA-ES,42.19712056558526,0.14733333333333334,0.001,1500
CMA-ES,43.34683970829508,0.15466666666666667,0.001,1500
CMA-ES,44.52788454549299,0.16533333333333333,0.001,1500
CMA-ES,45.74110858922264,0.17,0.001,1500
CMA-ES,46.98738860664848,0.182,0.001,1500
CMA-ES,48.267625253673856,0.19933333333333333,0.001,1500
CMA-ES,49.58274372582272,0.21066666666666667,0.001,1500
CMA-ES,50.93369442685577,0.21466666666666667,0.001,1500
CMA-ES,52.32145365560394,0.222,0.001,1500
CMA-ES,53.74702431151534,0.23066666666666666,0.001,1500
CMA-ES,55.21143661942618,0.23733333333333334,0.001,1500
CMA-ES,56.71574887407878,0.24333333333333335,0.001,1500
CMA-ES,58.261048204925395,0.248,0.001,1500
CMA-ES,59.848451361769555,0.254,0.001,1500
CMA-ES,61.47910552181393,0.258,0.001,1500
CMA-ES,63.15418911869697,0.2633333333333333,0.001,1500
CMA-ES,64.87491269411788,0.26466666666666666,0.001,1500
CMA-ES,66.64251977266552,0.26866666666666666,0.001,1500
CMA-ES,68.45828776048273,0.27,0.001,1500
CMA-ES,70.32352886841649,0.274,0.001,1500
CMA-ES,72.23959106032035,0.2773333333333333,0.001,1500
CMA-ES,74.20785902719481,0.28,0.001,1500
CMA-ES,76.22975518786933,0.2813333333333333,0.001,1500
CMA-ES,78.30674071694965,0.2846666666666667,0.001,1500
CMA-ES,80.44031660077239,0.288,0.001,1500
CMA-ES,82.63202472213118,0.288,0.001,1500
CMA-ES,84.88344897455728,0.28933333333333333,0.001,1500
CMA-ES,87.19621640696063,0.2906666666666667,0.001,1500
CMA-ES,89.57199839945778,0.2926666666666667,0.001,1500
CMA-ES,92.0125118712377,0.2946666666666667,0.001,1500
CMA-ES,94.51952052133637,0.2966666666666667,0.001,1500
CMA-ES,97.09483610321912,0.2966666666666667,0.001,1500
CMA-ES,99.74031973409012,0.3,0.001,1500
CMA-ES,102.45788323987597,0.3,0.001,1500
CMA-ES,105.24949053685556,0.3,0.001,1500
CMA-ES,108.11715905093355,0.3006666666666667,0.001,1500
CMA-ES,111.06296117558473,0.3006666666666667,0.001,1500
CMA-ES,114.08902576952177,0.30133333333333334,0.001,1500
CMA-ES,117.19753969516898,0.302,0.001,1500
CMA-ES,120.39074939905387,0.302,0.001,1500
CMA-ES,123.67096253525928,0.30266666666666664,0.001,1500
CMA-ES,127.04054963310745,0.30266666666666664,0.001,1500
CMA-ES,130.50194581028373,0.30266666666666664,0.001,1500
CMA-ES,134.05765253263613,0.30266666666666664,0.001,1500
CMA-ES,137.71023942192292,0.30333333333333334,0.001,1500
CMA-ES,141.46234611281568,0.30333333333333334,0.001,1500
CMA-ES,145.31668416049743,0.30466666666666664,0.001,1500
CMA-ES,149.2760390002375,0.30466666666666664,0.001,1500
CMA-ES,153.34327196035676,0.30466666666666664,0.001,1500
CMA-ES,157.52132233003934,0.30533333333333335,0.001,1500
CMA-ES,161.81320948348437,0.30533333333333335,0.001,1500
CMA-ES,166.22203506193412,0.30733333333333335,0.001,1500
CMA-ES,170.75098521515275,0.30733333333333335,0.001,1500
CMA-ES,175.4033329039791,0.30733333333333335,0.001,1500
CMA-ES,180.18244026561467,0.30733333333333335,0.001,1500
CMA-ES,185.0917610433574,0.308,0.001,1500
CMA-ES,190.1348430825376,0.30866666666666664,0.001,1500
CMA-ES,195.31533089445742,0.30866666666666664,0.001,1500
CMA-ES,200.63696829019025,0.30866666666666664,0.001,1500
CMA-ES,206.1036010861406,0.30933333333333335,0.001,1500
CMA-ES,211.71917988332112,0.31,0.001,1500
CMA-ES,217.4877629223543,0.31,0.001,1500
CMA-ES,223.4135190162643,0.31066666666666665,0.001,1500
CMA-ES,229.50073056317393,0.31133333333333335,0.001,1500
CMA-ES,235.75379664108954,0.31133333333333335,0.001,1500
CMA-ES,242.17723618700597,0.31133333333333335,0.001,1500
CMA-ES,248.77569126263114,0.31266666666666665,0.001,1500
CMA-ES,255.55393040909064,0.31266666666666665,0.001,1500
CMA-ES,262.51685209303366,0.31266666666666665,0.001,1500
CMA-ES,269.66948824663524,0.31266666666666665,0.001,1500
CMA-ES,277.01700790404965,0.31266666666666665,0.001,1500
CMA-ES,284.56472093694424,0.31266666666666665,0.001,1500
CMA-ES,292.3180818918125,0.31266666666666665,0.001,1500
CMA-ES,300.28269393184206,0.31333333333333335,0.001,1500
CMA-ES,308.46431288618106,0.31333333333333335,0.001,1500
CMA-ES,316.86885140953524,0.31333333333333335,0.001,1500
CMA-ES,325.5023832550978,0.31333333333333335,0.001,1500
CMA-ES,334.3711476639015,0.31333333333333335,0.001,1500
CMA-ES,343.48155387376426,0.31333333333333335,0.001,1500
CMA-ES,352.8401857510887,0.31333333333333335,0.001,1500
CMA-ES,362.45380654885884,0.31333333333333335,0.001,1500
CMA-ES,372.3293637942776,0.31333333333333335,0.001,1500
CMA-ES,382.4739943095735,0.31333333333333335,0.001,1500
CMA-ES,392.8950293696064,0.31333333333333335,0.001,1500
CMA-ES,403.60000000000014,0.31333333333333335,0.001,1500
Differential Evolution,0.5,0.006,0.001,1500
Differential Evolution,0.5136231942760511,0.006,0.001,1500
Differential Evolution,0.5276175713966682,0.006,0.001,1500
Differential Evolution,0.5419932447538583,0.006,0.001,1500
Differential Evolution,0.5567606032930366,0.006,0.001,1500
Differential Evolution,0.5719303190208614,0.006,0.001,1500
Differential Evolution,0.5875133547176317,0.006,0.001,1500
Differential Evolution,0.6035209718598172,0.006,0.001,1500
Differential Evolution,0.6199647387584521,0.006,0.001,1500
Differential Evolution,0.6368565389192674,0.006,0.001,1500
Differential Evolution,0.6542085796306087,0.006,0.001,1500
Differential Evolution,0.6720334007853432,0.007333333333333333,0.001,1500
Differential Evolution,0.6903438839431313,0.007333333333333333,0.001,1500
Differential Evolution,0.7091532616396132,0.007333333333333333,0.001,1500
Differential Evolution,0.7284751269492367,0.007333333333333333,0.001,1500
Differential Evolution,0.7483234433086375,0.007333333333333333,0.001,1500
Differential Evolution,0.7687125546076716,0.007333333333333333,0.001,1500
Differential Evolution,0.7896571955553913,0.007333333333333333,0.001,1500
Differential Evolution,0.8111725023284568,0.007333333333333333,0.001,1500
Differential Evolution,0.8332740235096789,0.007333333333333333,0.001,1500
Differential Evolution,0.8559777313245972,0.007333333333333333,0.001,1500
Differential Evolution,0.8793000331842141,0.007333333333333333,0.001,1500
Differential Evolution,0.9032577835422274,0.007333333333333333,0.001,1500
Differential Evolution,0.9278682960753296,0.007333333333333333,0.001,1500
Differential Evolution,0.9531493561953751,0.007333333333333333,0.001,1500
Differential Evolution,0.9791192339024603,0.007333333333333333,0.001,1500
Differential Evolution,1.0057966969882033,0.01,0.001,1500
Differential Evolution,1.0332010245987648,0.01,0.001,1500
Differential Evolution,1.061352021167413,0.01,0.001,1500
Differential Evolution,1.090270030726699,0.01,0.001,1500
Differential Evolution,1.1199759516105912,0.01,0.001,1500
Differential Evolution,1.1504912515571837,0.01,0.001,1500
Differential Evolution,1.1818379832229051,0.01,0.001,1500
Differential Evolution,1.214038800119429,0.01,0.001,1500
Differential Evolution,1.247116972984811,0.01,0.001,1500
Differential Evolution,1.2810964066006767,0.01,0.001,1500
Differential Evolution,1.3160016570676205,0.01,0.001,1500
Differential Evolution,1.3518579495512952,0.01,0.001,1500
Differential Evolution,1.388691196512018,0.01,0.001,1500
Differential Evolution,1.426528016431068,0.01,0.001,1500
Differential Evolution,1.4653957530472086,0.01,0.001,1500
Differential Evolution,1.5053224951173332,0.012,0.001,1500
Differential Evolution,1.54633709671552,0.012,0.001,1500
Differential Evolution,1.5884691980851606,0.012,0.001,1500
Differential Evolution,1.631749247059235,0.012,0.001,1500
Differential Evolution,1.6762085210642113,0.012,0.001,1500
Differential Evolution,1.7218791497234711,0.012,0.001,1500
Differential Evolution,1.7687941380766001,0.012,0.001,1500
Differential Evolution,1.816987390431316,0.012,0.001,1500
Differential Evolution,1.8664937348652777,0.012,0.001,1500
Differential Evolution,1.9173489483954813,0.012,0.001,1500
Differential Evolution,1.969589782833429,0.012,0.001,1500
Differential Evolution,2.0232539913447596,0.012666666666666666,0.001,1500
Differential Evolution,2.07838035573253,0.012666666666666666,0.001,1500
Differential Evolution,2.1350087144638747,0.012666666666666666,0.001,1500
Differential Evolution,2.1931799914602816,0.012666666666666666,0.001,1500
Differential Evolution,2.252936225672305,0.012666666666666666,0.001,1500
Differential Evolution,2.314320601460079,0.012666666666666666,0.001,1500
Differential Evolution,2.377377479801595,0.012666666666666666,0.001,1500
Differential Evolution,2.442152430351287,0.012666666666666666,0.001,1500
Differential Evolution,2.508692264372099,0.013333333333333334,0.001,1500
Differential Evolution,2.577045068564834,0.013333333333333334,0.001,1500
Differential Evolution,2.6472602398192295,0.013333333333333334,0.001,1500
Differential Evolution,2.719388520911876,0.013333333333333334,0.001,1500
Differential Evolution,2.7934820371767675,0.013333333333333334,0.001,1500
Differential Evolution,2.8695943341750034,0.013333333333333334,0.001,1500
Differential Evolution,2.947780416390847,0.013333333333333334,0.001,1500
Differential Evolution,3.028096786982109,0.016,0.001,1500
Differential Evolution,3.1106014886135958,0.016,0.001,1500
Differential Evolution,3.1953541454031082,0.016,0.001,1500
Differential Evolution,3.2824160060103327,0.016,0.001,1500
Differential Evolution,3.37184998789973,0.016,0.001,1500
Differential Evolution,3.463720722809446,0.016,0.001,1500
Differential Evolution,3.558094603459081,0.016666666666666666,0.001,1500
Differential Evolution,3.6550398315300656,0.016666666666666666,0.001,1500
Differential Evolution,3.7546264669533427,0.016666666666666666,0.001,1500
Differential Evolution,3.8569264785399606,0.016666666666666666,0.001,1500
Differential Evolution,3.9620137959911523,0.016666666666666666,0.001,1500
Differential Evolution,4.069964363325515,0.018666666666666668,0.001,1500
Differential Evolution,4.180856193761892,0.018666666666666668,0.001,1500
Differential Evolution,4.29476942609759,0.018666666666666668,0.001,1500
Differential Evolution,4.411786382622735,0.018666666666666668,0.001,1500
Differential Evolution,4.5319916286125475,0.018666666666666668,0.001,1500
Differential Evolution,4.655472033440598,0.018666666666666668,0.001,1500
Differential Evolution,4.782316833357166,0.018666666666666668,0.001,1500
Differential Evolution,4.912617695978076,0.018666666666666668,0.001,1500
Differential Evolution,5.0464687865306255,0.018666666666666668,0.001,1500
Differential Evolution,5.183966835904496,0.018666666666666668,0.001,1500
Differential Evolution,5.325211210556759,0.018666666666666668,0.001,1500
Differential Evolution,5.4703039843216,0.018666666666666668,0.001,1500
Differential Evolution,5.6193500121765405,0.020666666666666667,0.001,1500
Differential Evolution,5.77245700601856,0.020666666666666667,0.001,1500
Differential Evolution,5.929735612504848,0.020666666666666667,0.001,1500
Differential Evolution,6.091299493014393,0.020666666666666667,0.001,1500
Differential Evolution,6.257265405788284,0.020666666666666667,0.001,1500
Differential Evolution,6.42775329030802,0.020666666666666667,0.001,1500
Differential Evolution,6.602886353972807,0.022,0.001,1500
Differential Evolution,6.782791161138521,0.022,0.001,1500
Differential Evolution,6.967597724582666,0.022,0.001,1500
Differential Evolution,7.157439599461386,0.022,0.001,1500
Differential Evolution,7.352453979826516,0.022,0.001,1500
Differential Evolution,7.55278179777232,0.022,0.001,1500
Differential Evolution,7.7585678252836665,0.022,0.001,1500
Differential Evolution,7.9699607788591855,0.022,0.001,1500
Differential Evolution,8.187113426984999,0.02266666666666667,0.001,1500
Differential Evolution,8.410182700536762,0.02266666666666667,0.001,1500
Differential Evolution,8.639329806189757,0.023333333333333334,0.001,1500
Differential Evolution,8.874720342918963,0.023333333333333334,0.001,1500
Differential Evolution,9.116524421673374,0.024,0.001,1500
Differential Evolution,9.364916788311017,0.024,0.001,1500
Differential Evolution,9.62007694988344,0.024,0.001,1500
Differential Evolution,9.88218930436109,0.024,0.001,1500
Differential Evolution,10.151443273893141,0.024,0.001,1500
Differential Evolution,10.428033441698254,0.024,0.001,1500
Differential Evolution,10.712159692685082,0.024666666666666667,0.001,1500
Differential Evolution,11.00402735790415,0.026,0.001,1500
Differential Evolution,11.303847362935564,0.026,0.001,1500
Differential Evolution,11.611836380319764,0.026,0.001,1500
Differential Evolution,11.928216986141395,0.026,0.001,1500
Differential Evolution,12.253217820879584,0.026,0.001,1500
Differential Evolution,12.587073754640814,0.026,0.001,1500
Differential Evolution,12.930026056893727,0.026,0.001,1500
Differential Evolution,13.282322570828654,0.026,0.001,1500
Differential Evolution,13.644217892467811,0.026,0.001,1500
Differential Evolution,14.01597355465553,0.026,0.001,1500
Differential Evolution,14.397858216061666,0.02666666666666667,0.001,1500
Differential Evolution,14.790147855334562,0.02666666666666667,0.001,1500
Differential Evolution,15.193125970544042,0.02666666666666667,0.001,1500
Differential Evolution,15.607083784058522,0.02666666666666667,0.001,1500
Differential Evolution,16.032320453004196,0.028,0.001,1500
Differential Evolution,16.469143285458557,0.028,0.001,1500
Differential Evolution,16.91786796253441,0.028,0.001,1500
Differential Evolution,17.378818766514787,0.028,0.001,1500
Differential Evolution,17.85232881520381,0.028,0.001,1500
Differential Evolution,18.338740302662742,0.028666666666666667,0.001,1500
Differential Evolution,18.838404746505184,0.028666666666666667,0.001,1500
Differential Evolution,19.351683241930232,0.028666666666666667,0.001,1500
Differential Evolution,19.87894672267707,0.028666666666666667,0.001,1500
Differential Evolution,20.42057622908966,0.028666666666666667,0.001,1500
