algorithm,evaluations_per_dimension,fraction_problem_seed_pairs_solved,target_residual,problem_seed_pairs
BasinGraph,108.11715905093355,0.7693333333333333,0.001,1500
BasinGraph,111.06296117558473,0.7693333333333333,0.001,1500
BasinGraph,114.08902576952177,0.77,0.001,1500
BasinGraph,117.19753969516898,0.7713333333333333,0.001,1500
BasinGraph,120.39074939905387,0.772,0.001,1500
BasinGraph,123.67096253525928,0.772,0.001,1500
BasinGraph,127.04054963310745,0.7753333333333333,0.001,1500
BasinGraph,130.50194581028373,0.7766666666666666,0.001,1500
BasinGraph,134.05765253263613,0.7793333333333333,0.001,1500
BasinGraph,137.71023942192292,0.7826666666666666,0.001,1500
BasinGraph,141.46234611281568,0.784,0.001,1500
BasinGraph,145.31668416049743,0.7853333333333333,0.001,1500
BasinGraph,149.2760390002375,0.7866666666666666,0.001,1500
BasinGraph,153.34327196035676,0.7873333333333333,0.001,1500
BasinGraph,157.52132233003934,0.7873333333333333,0.001,1500
BasinGraph,161.81320948348437,0.7873333333333333,0.001,1500
BasinGraph,166.22203506193412,0.7873333333333333,0.001,1500
BasinGraph,170.75098521515275,0.7873333333333333,0.001,1500
BasinGraph,175.4033329039791,0.7873333333333333,0.001,1500
BasinGraph,180.18244026561467,0.7873333333333333,0.001,1500
BasinGraph,185.0917610433574,0.7873333333333333,0.001,1500
BasinGraph,190.1348430825376,0.7873333333333333,0.001,1500
BasinGraph,195.31533089445742,0.7873333333333333,0.001,1500
BasinGraph,200.63696829019025,0.7873333333333333,0.001,1500
BasinGraph,206.1036010861406,0.7873333333333333,0.001,1500
BasinGraph,211.71917988332112,0.7873333333333333,0.001,1500
BasinGraph,217.4877629223543,0.7873333333333333,0.001,1500
BasinGraph,223.4135190162643,0.7873333333333333,0.001,1500
BasinGraph,229.50073056317393,0.7873333333333333,0.001,1500
BasinGraph,235.75379664108954,0.7873333333333333,0.001,1500
BasinGraph,242.17723618700597,0.7873333333333333,0.001,1500
BasinGraph,248.77569126263114,0.7873333333333333,0.001,1500
BasinGraph,255.55393040909064,0.788,0.001,1500
BasinGraph,262.51685209303366,0.7886666666666666,0.001,1500
BasinGraph,269.66948824663524,0.7886666666666666,0.001,1500
BasinGraph,277.01700790404965,0.7893333333333333,0.001,1500
BasinGraph,284.56472093694424,0.7893333333333333,0.001,1500
BasinGraph,292.3180818918125,0.7893333333333333,0.001,1500
BasinGraph,300.28269393184206,0.7893333333333333,0.001,1500
BasinGraph,308.46431288618106,0.7893333333333333,0.001,1500
BasinGraph,316.86885140953524,0.7893333333333333,0.001,1500
BasinGraph,325.5023832550978,0.7893333333333333,0.001,1500
BasinGraph,334.3711476639015,0.7893333333333333,0.001,1500
BasinGraph,343.48155387376426,0.7893333333333333,0.001,1500
BasinGraph,352.8401857510887,0.7893333333333333,0.001,1500
BasinGraph,362.45380654885884,0.79,0.001,1500
BasinGraph,372.3293637942776,0.79,0.001,1500
BasinGraph,382.4739943095735,0.79,0.001,1500
BasinGraph,392.8950293696064,0.79,0.001,1500
BasinGraph,403.60000000000014,0.79,0.001,1500
BIPOP-CMA-ES,0.5,0.004,0.001,1500
BIPOP-CMA-ES,0.5136231942760511,0.004,0.001,1500
BIPOP-CMA-ES,0.5276175713966682,0.004,0.001,1500
BIPOP-CMA-ES,0.5419932447538583,0.004,0.001,1500
BIPOP-CMA-ES,0.5567606032930366,0.004,0.001,1500
BIPOP-CMA-ES,0.5719303190208614,0.004,0.001,1500
BIPOP-CMA-ES,0.5875133547176317,0.004,0.001,1500
BIPOP-CMA-ES,0.6035209718598172,0.004,0.001,1500
BIPOP-CMA-ES,0.6199647387584521,0.004,0.001,1500
BIPOP-CMA-ES,0.6368565389192674,0.004,0.001,1500
BIPOP-CMA-ES,0.6542085796306087,0.004,0.001,1500
BIPOP-CMA-ES,0.6720334007853432,0.004,0.001,1500
BIPOP-CMA-ES,0.6903438839431313,0.004,0.001,1500
BIPOP-CMA-ES,0.7091532616396132,0.004,0.001,1500
BIPOP-CMA-ES,0.7284751269492367,0.004,0.001,1500
BIPOP-CMA-ES,0.7483234433086375,0.004,0.001,1500
BIPOP-CMA-ES,0.7687125546076716,0.004,0.001,1500
BIPOP-CMA-ES,0.7896571955553913,0.004,0.001,1500
BIPOP-CMA-ES,0.8111725023284568,0.004,0.001,1500
BIPOP-CMA-ES,0.8332740235096789,0.004,0.001,1500
BIPOP-CMA-ES,0.8559777313245972,0.004,0.001,1500
BIPOP-CMA-ES,0.8793000331842141,0.004,0.001,1500
BIPOP-CMA-ES,0.9032577835422274,0.004666666666666667,0.001,1500
BIPOP-CMA-ES,0.9278682960753296,0.004666666666666667,0.001,1500
BIPOP-CMA-ES,0.9531493561953751,0.004666666666666667,0.001,1500
BIPOP-CMA-ES,0.9791192339024603,0.004666666666666667,0.001,1500
