algorithm,performance_ratio_threshold,fraction_of_problems,target_residual
CMA-ES,2.5119533464154333,0.14,0.001
CMA-ES,2.5930152535247126,0.14,0.001
CMA-ES,2.6766930662174175,0.14,0.001
CMA-ES,2.7630712009878726,0.18,0.001
CMA-ES,2.8522367984900807,0.2,0.001
CMA-ES,2.944279811447628,0.2,0.001
CMA-ES,3.0392930954004833,0.2,0.001
CMA-ES,3.1373725023802344,0.2,0.001
CMA-ES,3.238616977608276,0.2,0.001
CMA-ES,3.3431286593144853,0.2,0.001
CMA-ES,3.451012981777097,0.22,0.001
CMA-ES,3.5623787816877246,0.22,0.001
CMA-ES,3.677338407948824,0.22,0.001
CMA-ES,3.796007835014383,0.22,0.001
CMA-ES,3.9185067798881548,0.24,0.001
CMA-ES,4.044958822897493,0.26,0.001
CMA-ES,4.1754915323646005,0.26,0.001
CMA-ES,4.310236593300993,0.26,0.001
CMA-ES,4.449329940254976,0.26,0.001
CMA-ES,4.592911894446188,0.28,0.001
CMA-ES,4.74112730532553,0.28,0.001
CMA-ES,4.894125696703299,0.28,0.001
CMA-ES,5.052061417592952,0.28,0.001
CMA-ES,5.215093797922664,0.28,0.001
CMA-ES,5.383387309271767,0.28,0.001
CMA-ES,5.557111730794241,0.28,0.001
CMA-ES,5.736442320496613,0.28,0.001
CMA-ES,5.921559992043101,0.28,0.001
CMA-ES,6.1126514972663175,0.28,0.001
CMA-ES,6.309909614567694,0.28,0.001
CMA-ES,6.513533343397664,0.28,0.001
CMA-ES,6.723728105011829,0.28,0.001
CMA-ES,6.940705949705596,0.28,0.001
CMA-ES,7.1646857707364004,0.28,0.001
CMA-ES,7.39589352514927,0.28,0.001
CMA-ES,7.634562461728565,0.28,0.001
CMA-ES,7.880933356305793,0.28,0.001
CMA-ES,8.135254754660945,0.28,0.001
CMA-ES,8.397783223262364,0.28,0.001
CMA-ES,8.668783608098082,0.28,0.001
CMA-ES,8.948529301859814,0.28,0.001
CMA-ES,9.23730251974905,0.3,0.001
CMA-ES,9.535394584183583,0.3,0.001
CMA-ES,9.843106218691615,0.3,0.001
CMA-ES,10.16074785128999,0.3,0.001
CMA-ES,10.488639927652564,0.3,0.001
CMA-ES,10.827113234384683,0.3,0.001
CMA-ES,11.176509232729869,0.3,0.001
CMA-ES,11.537180403045351,0.32,0.001
CMA-ES,11.909490600394049,0.32,0.001
CMA-ES,12.293815421611614,0.32,0.001
CMA-ES,12.690542584218917,0.32,0.001
CMA-ES,13.100072317562208,0.32,0.001
CMA-ES,13.522817766575592,0.32,0.001
CMA-ES,13.95920540857305,0.32,0.001
CMA-ES,14.409675483490583,0.34,0.001
CMA-ES,14.874682438012416,0.34,0.001
CMA-ES,15.354695384029435,0.34,0.001
CMA-ES,15.850198571892232,0.34,0.001
CMA-ES,16.361691878936274,0.34,0.001
CMA-ES,16.889691313771966,0.34,0.001
CMA-ES,17.43472953684848,0.34,0.001
CMA-ES,17.997356397816333,0.34,0.001
CMA-ES,18.57813949023095,0.34,0.001
CMA-ES,19.177664724156717,0.34,0.001
CMA-ES,19.796536917249345,0.34,0.001
CMA-ES,20.43538040491262,0.34,0.001
CMA-ES,21.094839670145277,0.34,0.001
CMA-ES,21.77557999371323,0.34,0.001
CMA-ES,22.478288125303315,0.36,0.001
CMA-ES,23.203672976335348,0.36,0.001
CMA-ES,23.952466335131554,0.36,0.001
CMA-ES,24.725423605164963,0.36,0.001
CMA-ES,25.523324567131308,0.36,0.001
CMA-ES,26.346974165613393,0.36,0.001
CMA-ES,27.19720332113144,0.36,0.001
CMA-ES,28.074869768398774,0.36,0.001
CMA-ES,28.980858921628318,0.36,0.001
CMA-ES,29.91608476776299,0.36,0.001
CMA-ES,30.88149078853096,0.36,0.001
CMA-ES,31.87805091225626,0.36,0.001
CMA-ES,32.90677049638456,0.36,0.001
CMA-ES,33.96868734171564,0.36,0.001
CMA-ES,35.0648727393655,0.36,0.001
CMA-ES,36.19643255151459,0.36,0.001
CMA-ES,37.364508327032155,0.36,0.001
CMA-ES,38.57027845310236,0.36,0.001
CMA-ES,39.81495934401382,0.36,0.001
CMA-ES,41.099806668312176,0.36,0.001
CMA-ES,42.42611661555315,0.36,0.001
CMA-ES,43.79522720393455,0.36,0.001
CMA-ES,45.20851963012596,0.36,0.001
CMA-ES,46.66741966265833,0.36,0.001
CMA-ES,48.17339908027866,0.36,0.001
CMA-ES,49.72797715672117,0.36,0.001
CMA-ES,51.33272219339265,0.36,0.001
CMA-ES,52.98925310151845,0.36,0.001
CMA-ES,54.6992410353449,0.36,0.001
CMA-ES,56.46441107804598,0.36,0.001
CMA-ES,58.28654398203492,0.38,0.001
CMA-ES,60.167477965436696,0.38,0.001
CMA-ES,62.10911056653329,0.4,0.001
CMA-ES,64.11340055805275,0.4,0.001
CMA-ES,66.18236992323352,0.4,0.001
CMA-ES,68.31810589565704,0.4,0.001
CMA-ES,70.5227630649068,0.4,0.001
CMA-ES,72.79856555017784,0.4,0.001
CMA-ES,75.14780924402999,0.4,0.001
CMA-ES,77.5728641285477,0.4,0.001
CMA-ES,80.0761766662437,0.4,0.001
CMA-ES,82.66027226811788,0.4,0.001
CMA-ES,85.32775784136216,0.4,0.001
CMA-ES,88.08132441928045,0.4,0.001
CMA-ES,90.92374987607762,0.4,0.001
CMA-ES,93.85790172925577,0.4,0.001
CMA-ES,96.88674003244553,0.4,0.001
CMA-ES,100.01332036158993,0.4,0.001
CMA-ES,103.24079689749414,0.4,0.001
CMA-ES,106.57242560785014,0.4,0.001
CMA-ES,110.01156753194759,0.4,0.001
CMA-ES,113.56169217138275,0.4,0.001
CMA-ES,117.22638099018796,0.4,0.001
CMA-ES,121.00933102791217,0.4,0.001
CMA-ES,124.914358629296,0.4,0.001
CMA-ES,128.9454032943064,0.4,0.001
CMA-ES,133.10653165241368,0.4,0.001
CMA-ES,137.40194156511896,0.4,0.001
CMA-ES,141.8359663608742,0.4,0.001
CMA-ES,146.41307920666299,0.4,0.001
CMA-ES,151.13789762065554,0.4,0.001
CMA-ES,156.0151881304894,0.4,0.001
CMA-ES,161.04987108187373,0.4,0.001
CMA-ES,166.2470256023705,0.4,0.001
CMA-ES,171.6118947253597,0.4,0.001
CMA-ES,177.1498906793554,0.4,0.001
CMA-ES,182.86660034801247,0.4,0.001
CMA-ES,188.76779090632982,0.4,0.001
CMA-ES,194.8594156387351,0.4,0.001
CMA-ES,201.14761994492423,0.4,0.001
CMA-ES,207.63874753950958,0.4,0.001
CMA-ES,214.33934685173534,0.4,0.001
CMA-ES,221.256177631715,0.4,0.001
CMA-ES,228.39621776985308,0.4,0.001
CMA-ES,235.76667033633487,0.4,0.001
CMA-ES,243.37497084778374,0.4,0.001
CMA-ES,251.22879476841456,0.4,0.001
CMA-ES,259.33606525325644,0.4,0.001
CMA-ES,267.70496114124916,0.4,0.001
CMA-ES,276.3439252062831,0.4,0.001
CMA-ES,285.26167267450415,0.4,0.001
CMA-ES,294.46720001647344,0.4,0.001
CMA-ES,303.9697940230568,0.4,0.001
CMA-ES,313.7790411741976,0.4,0.001
CMA-ES,323.9048373100205,0.4,0.001
CMA-ES,334.35739761403227,0.42,0.001
CMA-ES,345.1472669184787,0.42,0.001
CMA-ES,356.28533034226473,0.42,0.001
CMA-ES,367.78282427216493,0.42,0.001
CMA-ES,379.6513476983991,0.42,0.001
CMA-ES,391.9028739160162,0.42,0.001
CMA-ES,404.5497626038868,0.42,0.001
CMA-ES,417.60477229348675,0.42,0.001
CMA-ES,431.0810732400602,0.42,0.001
CMA-ES,444.9922607091349,0.42,0.001
CMA-ES,459.35236869180346,0.42,0.001
CMA-ES,474.17588406260387,0.42,0.001
CMA-ES,489.4777611942768,0.42,0.001
CMA-ES,505.27343704415205,0.42,0.001
CMA-ES,521.5788467273803,0.42,0.001
CMA-ES,538.4104395927153,0.42,0.001
CMA-ES,555.7851958170738,0.42,0.001
CMA-ES,573.7206435356103,0.42,0.001
CMA-ES,592.2348765245805,0.42,0.001
CMA-ES,611.3465724548487,0.42,0.001
CMA-ES,631.0750117344355,0.42,0.001
CMA-ES,651.4400969591285,0.42,0.001
CMA-ES,672.4623729907742,0.42,0.001
CMA-ES,694.1630476834996,0.42,0.001
CMA-ES,716.5640132787845,0.42,0.001
CMA-ES,739.687868490963,0.42,0.001
CMA-ES,763.5579413054273,0.42,0.001
CMA-ES,788.1983125125514,0.42,0.001
CMA-ES,813.6338400010532,0.42,0.001
CMA-ES,839.8901838353238,0.42,0.001
CMA-ES,866.993832142013,0.42,0.001
CMA-ES,894.9721278319807,0.42,0.001
CMA-ES,923.8532961845837,0.42,0.001
CMA-ES,953.6664733221226,0.42,0.001
CMA-ES,984.4417356031622,0.42,0.001
CMA-ES,1016.2101299644022,0.42,0.001
CMA-ES,1049.0037052416799,0.42,0.001
CMA-ES,1082.8555445017255,0.42,0.001
CMA-ES,1117.79979841728,0.42,0.001
CMA-ES,1153.8717197192325,0.42,0.001
CMA-ES,1191.107698760554,0.42,0.001
CMA-ES,1229.5453002278975,0.42,0.001
CMA-ES,1269.2233010378866,0.42,0.001
CMA-ES,1310.181729456345,0.42,0.001
CMA-ES,1352.4619054799252,0.42,0.001
CMA-ES,1396.1064825208553,0.42,0.001
CMA-ES,1441.159490436892,0.42,0.001
CMA-ES,1487.666379949852,0.42,0.001
CMA-ES,1535.674068497562,0.42,0.001
CMA-ES,1585.2309875654737,0.42,0.001
CMA-ES,1636.3871315456786,0.42,0.001
CMA-ES,1689.1941081726382,0.42,0.001
CMA-ES,1743.7051905865023,0.42,0.001
CMA-ES,1799.975371076515,0.42,0.001
CMA-ES,1858.0614165587729,0.42,0.001
CMA-ES,1918.0219258442487,0.42,0.001
CMA-ES,1979.9173887549005,0.42,0.001
CMA-ES,2043.8102471474845,0.42,0.001
CMA-ES,2109.7649579066165,0.42,0.001
CMA-ES,2177.8480579706697,0.42,0.001
CMA-ES,2248.1282314560844,0.42,0.001
CMA-ES,2320.6763789477927,0.42,0.001
CMA-ES,2395.5656890257096,0.42,0.001
CMA-ES,2472.8717120993824,0.42,0.001
CMA-ES,2552.672436625342,0.42,0.001
CMA-ES,2635.0483677840257,0.42,0.001
CMA-ES,2720.0826086956167,0.42,0.001
Differential Evolution,1.0,0.0,0.001
Differential Evolution,1.032270466816175,0.0,0.001
Differential Evolution,1.065582316660884,0.0,0.001
Differential Evolution,1.099969155450592,0.0,0.001
Differential Evolution,1.1354656735803765,0.02,0.001
Differential Evolution,1.172107680920558,0.02,0.001
Differential Evolution,1.2099321429426886,0.02,0.001
Differential Evolution,1.2489772180113443,0.02,0.001
Differential Evolution,1.289282295879338,0.02,0.001
Differential Evolution,1.3308880374251941,0.02,0.001
Differential Evolution,1.3738364156729683,0.02,0.001
Differential Evolution,1.4181707581357959,0.02,0.001
Differential Evolution,1.4639357905258867,0.02,0.001
Differential Evolution,1.5111776818750635,0.02,0.001
Differential Evolution,1.5599440911113571,0.02,0.001
Differential Evolution,1.6102842151386545,0.02,0.001
Differential Evolution,1.662248838467897,0.02,0.001
Differential Evolution,1.7158903844499007,0.02,0.001
Differential Evolution,1.771262968161485,0.02,0.001
Differential Evolution,1.8284224509982603,0.02,0.001
Differential Evolution,1.887426497029149,0.02,0.001
Differential Evolution,1.9483346311694978,0.02,0.001
Differential Evolution,2.0112082992314577,0.02,0.001
Differential Evolution,2.0761109299122222,0.02,0.001
Differential Evolution,2.143107998782653,0.02,0.001
Differential Evolution,2.2122670943408482,0.02,0.001
Differential Evolution,2.2836579861972903,0.02,0.001
Differential Evolution,2.357352695460363,0.02,0.001
Differential Evolution,2.433425567393238,0.02,0.001
Differential Evolution,2.5119533464154333,0.02,0.001
Differential Evolution,2.5930152535247126,0.02,0.001
Differential Evolution,2.6766930662174175,0.04,0.001
Differential Evolution,2.7630712009878726,0.04,0.001
Differential Evolution,2.8522367984900807,0.04,0.001
Differential Evolution,2.944279811447628,0.04,0.001
Differential Evolution,3.0392930954004833,0.04,0.001
Differential Evolution,3.1373725023802344,0.04,0.001
Differential Evolution,3.238616977608276,0.06,0.001
Differential Evolution,3.3431286593144853,0.06,0.001
Differential Evolution,3.451012981777097,0.06,0.001
Differential Evolution,3.5623787816877246,0.06,0.001
Differential Evolution,3.677338407948824,0.06,0.001
Differential Evolution,3.796007835014383,0.06,0.001
Differential Evolution,3.9185067798881548,0.06,0.001
Differential Evolution,4.044958822897493,0.06,0.001
Differential Evolution,4.1754915323646005,0.06,0.001
Differential Evolution,4.310236593300993,0.06,0.001
Differential Evolution,4.449329940254976,0.08,0.001
Differential Evolution,4.592911894446188,0.08,0.001
Differential Evolution,4.74112730532553,0.08,0.001
Differential Evolution,4.894125696703299,0.1,0.001
Differential Evolution,5.052061417592952,0.1,0.001
Differential Evolution,5.215093797922664,0.1,0.001
Differential Evolution,5.383387309271767,0.12,0.001
Differential Evolution,5.557111730794241,0.14,0.001
Differential Evolution,5.736442320496613,0.14,0.001
Differential Evolution,5.921559992043101,0.14,0.001
Differential Evolution,6.1126514972663175,0.14,0.001
Differential Evolution,6.309909614567694,0.14,0.001
Differential Evolution,6.513533343397664,0.14,0.001
Differential Evolution,6.723728105011829,0.14,0.001
Differential Evolution,6.940705949705596,0.14,0.001
Differential Evolution,7.1646857707364004,0.14,0.001
Differential Evolution,7.39589352514927,0.14,0.001
Differential Evolution,7.634562461728565,0.14,0.001
Differential Evolution,7.880933356305793,0.14,0.001
Differential Evolution,8.135254754660945,0.14,0.001
Differential Evolution,8.397783223262364,0.14,0.001
Differential Evolution,8.668783608098082,0.14,0.001
Differential Evolution,8.948529301859814,0.14,0.001
Differential Evolution,9.23730251974905,0.14,0.001
Differential Evolution,9.535394584183583,0.16,0.001
Differential Evolution,9.843106218691615,0.16,0.001
Differential Evolution,10.16074785128999,0.18,0.001
Differential Evolution,10.488639927652564,0.2,0.001
Differential Evolution,10.827113234384683,0.2,0.001
Differential Evolution,11.176509232729869,0.22,0.001
Differential Evolution,11.537180403045351,0.22,0.001
Differential Evolution,11.909490600394049,0.24,0.001
Differential Evolution,12.293815421611614,0.24,0.001
Differential Evolution,12.690542584218917,0.26,0.001
Differential Evolution,13.100072317562208,0.26,0.001
Differential Evolution,13.522817766575592,0.26,0.001
Differential Evolution,13.95920540857305,0.28,0.001
Differential Evolution,14.409675483490583,0.28,0.001
Differential Evolution,14.874682438012416,0.28,0.001
Differential Evolution,15.354695384029435,0.28,0.001
Differential Evolution,15.850198571892232,0.28,0.001
Differential Evolution,16.361691878936274,0.28,0.001
Differential Evolution,16.889691313771966,0.28,0.001
Differential Evolution,17.43472953684848,0.28,0.001
Differential Evolution,17.997356397816333,0.28,0.001
Differential Evolution,18.57813949023095,0.28,0.001
Differential Evolution,19.177664724156717,0.28,0.001
Differential Evolution,19.796536917249345,0.28,0.001
Differential Evolution,20.43538040491262,0.28,0.001
Differential Evolution,21.094839670145277,0.28,0.001
Differential Evolution,21.77557999371323,0.28,0.001
Differential Evolution,22.478288125303315,0.28,0.001
Differential Evolution,23.203672976335348,0.28,0.001
Differential Evolution,23.952466335131554,0.28,0.001
Differential Evolution,24.725423605164963,0.28,0.001
Differential Evolution,25.523324567131308,0.28,0.001
Differential Evolution,26.346974165613393,0.28,0.001
Differential Evolution,27.19720332113144,0.28,0.001
Differential Evolution,28.074869768398774,0.28,0.001
Differential Evolution,28.980858921628318,0.28,0.001
Differential Evolution,29.91608476776299,0.28,0.001
Differential Evolution,30.88149078853096,0.28,0.001
Differential Evolution,31.87805091225626,0.28,0.001
Differential Evolution,32.90677049638456,0.28,0.001
Differential Evolution,33.96868734171564,0.28,0.001
Differential Evolution,35.0648727393655,0.28,0.001
Differential Evolution,36.19643255151459,0.28,0.001
Differential Evolution,37.364508327032155,0.28,0.001
Differential Evolution,38.57027845310236,0.28,0.001
Differential Evolution,39.81495934401382,0.28,0.001
Differential Evolution,41.099806668312176,0.28,0.001
Differential Evolution,42.42611661555315,0.28,0.001
Differential Evolution,43.79522720393455,0.28,0.001
Differential Evolution,45.20851963012596,0.28,0.001
Differential Evolution,46.66741966265833,0.28,0.001
Differential Evolution,48.17339908027866,0.28,0.001
Differential Evolution,49.72797715672117,0.28,0.001
Differential Evolution,51.33272219339265,0.28,0.001
Differential Evolution,52.98925310151845,0.28,0.001
Differential Evolution,54.6992410353449,0.28,0.001
Differential Evolution,56.46441107804598,0.28,0.001
Differential Evolution,58.28654398203492,0.28,0.001
Differential Evolution,60.167477965436696,0.28,0.001
Differential Evolution,62.10911056653329,0.28,0.001
Differential Evolution,64.11340055805275,0.28,0.001
Differential Evolution,66.18236992323352,0.28,0.001
Differential Evolution,68.31810589565704,0.28,0.001
Differential Evolution,70.5227630649068,0.28,0.001
Differential Evolution,72.79856555017784,0.28,0.001
Differential Evolution,75.14780924402999,0.28,0.001
Differential Evolution,77.5728641285477,0.28,0.001
Differential Evolution,80.0761766662437,0.28,0.001
Differential Evolution,82.66027226811788,0.28,0.001
Differential Evolution,85.32775784136216,0.28,0.001
Differential Evolution,88.08132441928045,0.28,0.001
Differential Evolution,90.92374987607762,0.28,0.001
Differential Evolution,93.85790172925577,0.28,0.001
Differential Evolution,96.88674003244553,0.28,0.001
Differential Evolution,100.01332036158993,0.28,0.001
Differential Evolution,103.24079689749414,0.28,0.001
Differential Evolution,106.57242560785014,0.28,0.001
Differential Evolution,110.01156753194759,0.28,0.001
Differential Evolution,113.56169217138275,0.28,0.001
Differential Evolution,117.22638099018796,0.28,0.001
Differential Evolution,121.00933102791217,0.28,0.001
Differential Evolution,124.914358629296,0.28,0.001
Differential Evolution,128.9454032943064,0.28,0.001
Differential Evolution,133.10653165241368,0.28,0.001
Differential Evolution,137.40194156511896,0.28,0.001
Differential Evolution,141.8359663608742,0.28,0.001
Differential Evolution,146.41307920666299,0.28,0.001
Differential Evolution,151.13789762065554,0.28,0.001
Differential Evolution,156.0151881304894,0.3,0.001
Differential Evolution,161.04987108187373,0.3,0.001
Differential Evolution,166.2470256023705,0.3,0.001
Differential Evolution,171.6118947253597,0.3,0.001
Differential Evolution,177.1498906793554,0.3,0.001
Differential Evolution,182.86660034801247,0.3,0.001
Differential Evolution,188.76779090632982,0.3,0.001
Differential Evolution,194.8594156387351,0.3,0.001
Differential Evolution,201.14761994492423,0.3,0.001
Differential Evolution,207.63874753950958,0.3,0.001
Differential Evolution,214.33934685173534,0.3,0.001
Differential Evolution,221.256177631715,0.3,0.001
Differential Evolution,228.39621776985308,0.3,0.001
Differential Evolution,235.76667033633487,0.3,0.001
Differential Evolution,243.37497084778374,0.3,0.001
Differential Evolution,251.22879476841456,0.3,0.001
Differential Evolution,259.33606525325644,0.3,0.001
Differential Evolution,267.70496114124916,0.3,0.001
Differential Evolution,276.3439252062831,0.32,0.001
Differential Evolution,285.26167267450415,0.32,0.001
Differential Evolution,294.46720001647344,0.32,0.001
Differential Evolution,303.9697940230568,0.32,0.001
Differential Evolution,313.7790411741976,0.32,0.001
Differential Evolution,323.9048373100205,0.32,0.001
Differential Evolution,334.35739761403227,0.32,0.001
Differential Evolution,345.1472669184787,0.32,0.001
Differential Evolution,356.28533034226473,0.32,0.001
Differential Evolution,367.78282427216493,0.32,0.001
Differential Evolution,379.6513476983991,0.32,0.001
Differential Evolution,391.9028739160162,0.32,0.001
Differential Evolution,404.5497626038868,0.32,0.001
Differential Evolution,417.60477229348675,0.32,0.001
Differential Evolution,431.0810732400602,0.32,0.001
Differential Evolution,444.9922607091349,0.32,0.001
Differential Evolution,459.35236869180346,0.32,0.001
Differential Evolution,474.17588406260387,0.32,0.001
Differential Evolution,489.4777611942768,0.32,0.001
Differential Evolution,505.27343704415205,0.32,0.001
Differential Evolution,521.5788467273803,0.32,0.001
Differential Evolution,538.4104395927153,0.32,0.001
Differential Evolution,555.7851958170738,0.32,0.001
Differential Evolution,573.7206435356103,0.32,0.001
Differential Evolution,592.2348765245805,0.32,0.001
Differential Evolution,611.3465724548487,0.32,0.001
Differential Evolution,631.0750117344355,0.32,0.001
Differential Evolution,651.4400969591285,0.32,0.001
Differential Evolution,672.4623729907742,0.32,0.001
Differential Evolution,694.1630476834996,0.32,0.001
Differential Evolution,716.5640132787845,0.32,0.001
Differential Evolution,739.687868490963,0.32,0.001
Differential Evolution,763.5579413054273,0.32,0.001
Differential Evolution,788.1983125125514,0.32,0.001
Differential Evolution,813.6338400010532,0.32,0.001
Differential Evolution,839.8901838353238,0.32,0.001
Differential Evolution,866.993832142013,0.32,0.001
Differential Evolution,894.9721278319807,0.32,0.001
Differential Evolution,923.8532961845837,0.32,0.001
Differential Evolution,953.6664733221226,0.32,0.001
Differential Evolution,984.4417356031622,0.32,0.001
Differential Evolution,1016.2101299644022,0.32,0.001
Differential Evolution,1049.0037052416799,0.32,0.001
Differential Evolution,1082.8555445017255,0.32,0.001
Differential Evolution,1117.79979841728,0.32,0.001
Differential Evolution,1153.8717197192325,0.32,0.001
Differential Evolution,1191.107698760554,0.32,0.001
Differential Evolution,1229.5453002278975,0.32,0.001
Differential Evolution,1269.2233010378866,0.32,0.001
Differential Evolution,1310.181729456345,0.32,0.001
Differential Evolution,1352.4619054799252,0.32,0.001
Differential Evolution,1396.1064825208553,0.32,0.001
Differential Evolution,1441.159490436892,0.32,0.001
Differential Evolution,1487.666379949852,0.32,0.001
Differential Evolution,1535.674068497562,0.32,0.001
Differential Evolution,1585.2309875654737,0.32,0.001
Differential Evolution,1636.3871315456786,0.32,0.001
Differential Evolution,1689.1941081726382,0.32,0.001
Differential Evolution,1743.7051905865023,0.32,0.001
Differential Evolution,1799.975371076515,0.32,0.001
Differential Evolution,1858.0614165587729,0.32,0.001
Differential Evolution,1918.0219258442487,0.32,0.001
Differential Evolution,1979.9173887549005,0.32,0.001
Differential Evolution,2043.8102471474845,0.32,0.001
Differential Evolution,2109.7649579066165,0.32,0.001
Differential Evolution,2177.8480579706697,0.32,0.001
Differential Evolution,2248.1282314560844,0.32,0.001
Differential Evolution,2320.6763789477927,0.32,0.001
Differential Evolution,2395.5656890257096,0.32,0.001
Differential Evolution,2472.8717120993824,0.32,0.001
Differential Evolution,2552.672436625342,0.32,0.001
Differential Evolution,2635.0483677840257,0.32,0.001
Differential Evolution,2720.0826086956167,0.32,0.001
Multi-start L-BFGS-B,1.0,0.42,0.001
Multi-start L-BFGS-B,1.032270466816175,0.42,0.001
Multi-start L-BFGS-B,1.065582316660884,0.42,0.001
Multi-start L-BFGS-B,1.099969155450592,0.42,0.001
Multi-start L-BFGS-B,1.1354656735803765,0.42,0.001
Multi-start L-BFGS-B,1.172107680920558,0.42,0.001
Multi-start L-BFGS-B,1.2099321429426886,0.42,0.001
Multi-start L-BFGS-B,1.2489772180113443,0.42,0.001
Multi-start L-BFGS-B,1.289282295879338,0.42,0.001
Multi-start L-BFGS-B,1.3308880374251941,0.42,0.001
Multi-start L-BFGS-B,1.3738364156729683,0.42,0.001
Multi-start L-BFGS-B,1.4181707581357959,0.42,0.001
Multi-start L-BFGS-B,1.4639357905258867,0.42,0.001
Multi-start L-BFGS-B,1.5111776818750635,0.42,0.001
Multi-start L-BFGS-B,1.5599440911113571,0.44,0.001
Multi-start L-BFGS-B,1.6102842151386545,0.44,0.001
Multi-start L-BFGS-B,1.662248838467897,0.44,0.001
Multi-start L-BFGS-B,1.7158903844499007,0.44,0.001
Multi-start L-BFGS-B,1.771262968161485,0.44,0.001
Multi-start L-BFGS-B,1.8284224509982603,0.44,0.001
Multi-start L-BFGS-B,1.887426497029149,0.44,0.001
Multi-start L-BFGS-B,1.9483346311694978,0.44,0.001
Multi-start L-BFGS-B,2.0112082992314577,0.46,0.001
Multi-start L-BFGS-B,2.0761109299122222,0.46,0.001
Multi-start L-BFGS-B,2.143107998782653,0.46,0.001
Multi-start L-BFGS-B,2.2122670943408482,0.46,0.001
Multi-start L-BFGS-B,2.2836579861972903,0.46,0.001
Multi-start L-BFGS-B,2.357352695460363,0.46,0.001
Multi-start L-BFGS-B,2.433425567393238,0.46,0.001
Multi-start L-BFGS-B,2.5119533464154333,0.46,0.001
Multi-start L-BFGS-B,2.5930152535247126,0.46,0.001
Multi-start L-BFGS-B,2.6766930662174175,0.46,0.001
Multi-start L-BFGS-B,2.7630712009878726,0.46,0.001
Multi-start L-BFGS-B,2.8522367984900807,0.46,0.001
Multi-start L-BFGS-B,2.944279811447628,0.46,0.001
Multi-start L-BFGS-B,3.0392930954004833,0.46,0.001
Multi-start L-BFGS-B,3.1373725023802344,0.46,0.001
Multi-start L-BFGS-B,3.238616977608276,0.46,0.001
Multi-start L-BFGS-B,3.3431286593144853,0.46,0.001
Multi-start L-BFGS-B,3.451012981777097,0.46,0.001
Multi-start L-BFGS-B,3.5623787816877246,0.46,0.001
Multi-start L-BFGS-B,3.677338407948824,0.46,0.001
Multi-start L-BFGS-B,3.796007835014383,0.46,0.001
Multi-start L-BFGS-B,3.9185067798881548,0.46,0.001
Multi-start L-BFGS-B,4.044958822897493,0.46,0.001
Multi-start L-BFGS-B,4.1754915323646005,0.46,0.001
Multi-start L-BFGS-B,4.310236593300993,0.46,0.001
Multi-start L-BFGS-B,4.449329940254976,0.46,0.001
Multi-start L-BFGS-B,4.592911894446188,0.46,0.001
Multi-start L-BFGS-B,4.74112730532553,0.46,0.001
Multi-start L-BFGS-B,4.894125696703299,0.46,0.001
Multi-start L-BFGS-B,5.052061417592952,0.46,0.001
Multi-start L-BFGS-B,5.215093797922664,0.46,0.001
Multi-start L-BFGS-B,5.383387309271767,0.46,0.001
Multi-start L-BFGS-B,5.557111730794241,0.46,0.001
Multi-start L-BFGS-B,5.736442320496613,0.46,0.001
Multi-start L-BFGS-B,5.921559992043101,0.46,0.001
Multi-start L-BFGS-B,6.1126514972663175,0.46,0.001
Multi-start L-BFGS-B,6.309909614567694,0.46,0.001
Multi-start L-BFGS-B,6.513533343397664,0.46,0.001
Multi-start L-BFGS-B,6.723728105011829,0.46,0.001
Multi-start L-BFGS-B,6.940705949705596,0.46,0.001
Multi-start L-BFGS-B,7.1646857707364004,0.46,0.001
Multi-start L-BFGS-B,7.39589352514927,0.46,0.001
Multi-start L-BFGS-B,7.634562461728565,0.46,0.001
Multi-start L-BFGS-B,7.880933356305793,0.46,0.001
Multi-start L-BFGS-B,8.135254754660945,0.46,0.001
Multi-start L-BFGS-B,8.397783223262364,0.46,0.001
Multi-start L-BFGS-B,8.668783608098082,0.46,0.001
Multi-start L-BFGS-B,8.948529301859814,0.46,0.001
Multi-start L-BFGS-B,9.23730251974905,0.46,0.001
Multi-start L-BFGS-B,9.535394584183583,0.46,0.001
Multi-start L-BFGS-B,9.843106218691615,0.48,0.001
Multi-start L-BFGS-B,10.16074785128999,0.48,0.001
Multi-start L-BFGS-B,10.488639927652564,0.48,0.001
Multi-start L-BFGS-B,10.827113234384683,0.48,0.001
Multi-start L-BFGS-B,11.176509232729869,0.48,0.001
Multi-start L-BFGS-B,11.537180403045351,0.48,0.001
Multi-start L-BFGS-B,11.909490600394049,0.48,0.001
Multi-start L-BFGS-B,12.293815421611614,0.48,0.001
Multi-start L-BFGS-B,12.690542584218917,0.48,0.001
Multi-start L-BFGS-B,13.100072317562208,0.48,0.001
Multi-start L-BFGS-B,13.522817766575592,0.48,0.001
Multi-start L-BFGS-B,13.95920540857305,0.48,0.001
Multi-start L-BFGS-B,14.409675483490583,0.48,0.001
Multi-start L-BFGS-B,14.874682438012416,0.48,0.001
Multi-start L-BFGS-B,15.354695384029435,0.48,0.001
Multi-start L-BFGS-B,15.850198571892232,0.48,0.001
Multi-start L-BFGS-B,16.361691878936274,0.48,0.001
Multi-start L-BFGS-B,16.889691313771966,0.48,0.001
Multi-start L-BFGS-B,17.43472953684848,0.48,0.001
Multi-start L-BFGS-B,17.997356397816333,0.48,0.001
